Name,Age,Height,Personality,WR,Transfer Value,Expires,Wage,Last Trans. Fee,Based,Division,Begins,Transfer Fees Received,Agg,Ant,Bra,Cmp,Cnt,Dec,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Det,Agi,Bal,Jum,Pac,Sta,Str,Nat,Acc,Cor,Dri,Fin,Fir,Hea,Lon,L Th,Mar,Fre,Tck,Tec,Pas,Pen,Cro,Inf,Av Rat,Apps,Transfer Status,Rec,Total Apps,Transfer_Status_bool,Country,Days Until Expiry,Age_at_Signing,Years_at_Club,Personality_Tier,Division_Rank,Country_Argentina,Country_Australia,Country_Austria,Country_Belgium,Country_Bosnia & Herzegovina,Country_Brazil,Country_Cape Verde,Country_China,Country_Colombia,Country_Croatia,Country_Czechia,Country_Denmark,Country_Ecuador,Country_England,Country_Finland,Country_France,Country_Germany,Country_Ghana,Country_Greece,Country_Iran,Country_Ireland,Country_Israel,Country_Italy,Country_Japan,Country_Mexico,Country_Morocco,Country_Netherlands,Country_Nigeria,Country_Norway,Country_Poland,Country_Portugal,Country_Qatar,Country_Romania,Country_Russia,Country_Saudi Arabia,Country_Scotland,Country_Serbia,Country_South Africa,Country_Spain,Country_Sweden,Country_Switzerland,Country_Türkiye,Country_U.A.E.,Country_U.S.A.,Country_Uruguay,Country_nan
Junior Ambuila,24,71,Light-Hearted,4436,23.75,2039-06-30,21000.0,10.5,England (Premier Division),English Premier Division,2034-09-01,9.25,7,13,10,15,6,11,15,9,14,2,11,9,13,15,16,16,8,14,15,13,12,16,6,17,13,12,8,8,1,3,9,1,14,10,4,6,,6.75,17,Not set,- - -,17,0,England,1637.0,23.655030800821354,0.34496919917864477,3.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Willy Enow,23,72,Resolute,2702,0.8250000000000001,2037-06-30,3700.0,0.6,Italy (Serie B),Italian Serie B,2034-08-21,0.85,7,11,9,16,3,10,13,16,13,5,7,11,11,15,12,12,14,13,10,13,14,10,11,12,14,12,11,11,8,6,9,2,14,10,9,12,,6.71,2 (12),Not set,- - -,14,0,Italy,907.0,22.6249144421629,0.3750855578370979,4.0,462.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Robin Pierron,18,70,Fairly Determined,1793,0.99,2036-06-30,8500.0,1.2,France (National 2 - C),French National 2 - C,2034-01-02,0.85,15,9,11,13,8,13,18,8,15,8,14,14,11,17,12,13,11,10,10,8,15,10,6,13,11,12,12,10,2,8,8,5,12,11,6,9,Wnt,6.70,0 (9),Not set,- - -,9,0,France,542.0,16.99247091033539,1.0075290896646132,4.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jordi Suárez,24,71,Light-Hearted,7690,170.0,2038-06-30,195000.0,5.75,England (Premier Division),English Premier Division,2033-08-01,5.75,11,16,10,15,10,15,17,7,15,7,12,13,11,13,18,15,12,17,17,12,14,17,8,17,12,14,13,8,3,12,9,8,16,13,9,13,,7.03,26,Not set,- - -,26,0,England,1272.0,22.570841889117045,1.429158110882957,3.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jon Iglesias,26,71,Balanced,3650,3.0999999999999996,2038-06-30,7000.0,2.1,Italy (Serie B),Italian Serie B,2034-06-30,2.1,10,14,6,16,10,14,16,15,15,7,12,14,12,13,12,11,12,11,13,10,13,11,7,13,11,15,7,12,3,7,7,3,15,11,4,7,,7.00,5 (15),Not set,- - -,20,0,Italy,1272.0,25.482546201232033,0.5174537987679672,3.0,462.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sondre Sagmo,27,69,Determined,3294,1.85,2036-06-30,14250.0,,France (Ligue 2 BKT),Ligue 2 BKT,2033-07-14,2.2,7,10,7,13,6,12,13,9,12,7,12,9,9,18,16,15,4,15,13,7,11,16,8,10,13,10,8,6,2,3,8,2,14,10,4,11,,-,-,Not set,- - -,0,0,France,542.0,25.521560574948666,1.4784394250513346,4.0,450.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mathys Tel,29,72,Model Citizen,9460,203.5,2037-06-30,300000.0,21.5,Germany (Bundesliga),Bundesliga,2032-12-24,21.5,8,14,12,16,14,13,16,15,16,9,12,15,12,16,17,14,14,17,13,14,17,16,12,15,16,14,12,14,6,9,14,7,15,13,15,12,,7.03,20 (2),Not set,- - -,22,0,Germany,907.0,26.968514715947983,2.0314852840520192,0.0,497.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ander Etxeberria,24,70,Fairly Professional,2000,0.7150000000000001,2036-06-30,700.0,,Belgium (Challenger Pro League),Belgian Challenger Pro League,2034-01-12,1.7,17,12,10,13,7,12,14,12,12,7,12,10,8,13,15,15,9,11,12,10,12,11,7,9,13,12,7,8,6,9,4,7,13,11,11,6,,7.01,16,Not set,- - -,16,0,Belgium,542.0,23.019849418206707,0.9801505817932923,4.0,413.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ariel Sierra,26,69,Driven,6091,20.5,2037-12-31,44500.0,8.5,Brazil (First Division),Brazilian National First Division,2033-08-26,12.75,9,15,17,16,10,14,17,13,17,8,10,14,8,19,17,17,7,15,14,13,13,15,6,15,17,15,9,9,4,8,6,5,15,12,8,11,Inj,-,-,Not set,- - -,0,0,Brazil,1091.0,24.639288158795345,1.3607118412046544,4.0,493.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Nahuel Herrera,24,70,Resolute,3489,2.3,2038-06-30,12000.0,2.4,Italy (Serie A),Italian Serie A,2033-01-31,4.5,3,12,11,14,9,13,14,13,14,8,12,13,12,15,14,15,4,13,12,12,12,13,7,13,14,16,8,8,3,7,4,4,15,13,7,12,nEU,6.73,18,Not set,- - -,18,0,Italy,1272.0,22.072553045859,1.9274469541409993,4.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Enrique Ferrari,26,71,Resolute,5073,66.0,2038-06-30,135000.0,15.75,England (Premier Division),English Premier Division,2033-12-18,12.25,6,14,7,16,10,16,15,15,15,10,13,13,12,16,13,15,12,14,14,14,18,14,9,17,16,17,15,13,5,7,8,5,16,12,13,12,,6.84,20,Not set,- - -,20,0,England,1272.0,24.951403148528406,1.0485968514715949,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Nicolás López,25,68,Resolute,5612,32.0,2037-06-30,140000.0,7.5,Portugal (Premier League),Portuguese Premier League,2032-09-03,7.5,13,14,10,18,8,15,16,15,16,10,12,17,11,15,17,14,6,15,11,12,14,14,7,16,13,14,8,9,4,6,10,2,15,14,6,8,,6.80,22,Not set,- - -,22,0,Portugal,907.0,22.661875427789184,2.3381245722108144,4.0,494.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Matías Barreiro,25,69,Fickle,5723,13.25,2035-12-31,72000.0,7.0,Brazil (First Division),Brazilian National First Division,2032-03-07,7.0,9,11,7,11,12,11,15,9,15,6,8,15,10,15,19,17,8,15,13,11,14,15,10,16,11,14,12,11,4,3,8,1,15,11,5,15,,-,-,Not set,- - -,0,0,Brazil,360.0,22.169062286105408,2.830937713894593,2.0,493.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ignacio Díaz,27,74,Balanced,3176,2.9749999999999996,2037-06-30,23000.0,,Germany (Bundesliga 2),Bundesliga 2,2034-05-21,1.5,14,15,7,12,7,15,13,4,10,5,7,6,7,13,13,10,12,14,12,10,15,15,6,13,14,14,14,7,1,1,4,1,11,6,4,8,,6.90,17,Not set,- - -,17,0,Germany,907.0,26.37303216974675,0.6269678302532512,3.0,464.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Maximiliano Palermo,26,70,Perfectionist,4579,11.55,2037-12-31,30000.0,2.9,Argentina (Premier Division),Argentine Premier Division,2034-01-13,2.6,10,14,8,14,10,14,14,9,15,7,10,11,12,15,15,14,7,15,13,12,18,13,9,16,17,17,6,11,2,4,8,2,14,12,7,10,,-,-,Not set,- - -,0,0,Argentina,1091.0,25.02258726899384,0.9774127310061602,4.0,490.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Tommaso Torelli,26,68,Perfectionist,3470,6.6,2038-06-30,35500.0,2.0,Italy (Serie A),Italian Serie A,2034-06-28,2.0,10,14,9,13,11,13,13,16,16,6,14,14,11,15,14,14,6,13,15,12,13,13,9,14,12,12,9,12,4,7,10,6,16,12,4,7,,6.78,20,Not set,- - -,20,0,Italy,1272.0,25.477070499657767,0.5229295003422314,4.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Filippo Ciuffreda,22,67,Driven,3202,2.165,2037-06-30,8000.0,3.4,Italy (Serie B),Italian Serie B,2033-07-22,2.7,10,13,7,14,7,12,15,15,14,6,14,11,11,18,14,16,5,13,13,11,14,12,9,11,12,16,6,8,3,4,8,4,18,15,6,8,Wnt,6.94,19 (1),Not set,- - -,20,0,Italy,907.0,20.543463381245722,1.4565366187542779,4.0,462.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Brajan Gjyla,27,72,Resolute,2951,0.95,2036-06-30,7250.0,,Türkiye (1. League),Turkish 1. League,2033-07-01,0.55,9,12,9,11,9,11,10,9,13,6,8,10,12,15,16,14,14,13,12,12,13,14,5,13,12,12,11,11,2,4,6,5,10,11,5,9,Wnt,6.85,7 (11),By request,- - -,18,1,Türkiye,542.0,25.48596851471595,1.514031485284052,4.0,435.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Pierre Glans,26,70,Resolute,4136,16.0,2037-06-30,40000.0,1.7,England (Sky Bet Championship),Sky Bet Championship,2034-08-11,2.6,12,13,12,14,10,13,15,9,12,8,16,12,12,17,12,18,11,12,12,15,18,12,7,11,12,15,15,10,4,5,7,5,15,9,11,7,,6.89,24 (4),Not set,- - -,28,0,England,907.0,25.59753593429158,0.4024640657084189,4.0,480.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Vincenzo Carretta,27,72,Perfectionist,3672,5.800000000000001,2038-06-30,35500.0,0.975,Italy (Serie A),Italian Serie A,2034-01-12,1.1,9,11,8,13,6,12,14,3,14,5,12,10,10,20,14,16,14,13,14,10,14,14,5,16,14,15,11,6,1,4,7,4,13,9,6,6,,6.77,16 (3),Not set,- - -,19,0,Italy,1272.0,26.019849418206707,0.9801505817932923,4.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mathis Lambourde,28,71,Fairly Determined,4737,14.0,2038-06-30,72000.0,19.5,England (Premier Division),English Premier Division,2034-06-30,23.5,9,14,10,15,12,12,12,10,14,7,12,13,13,15,14,14,12,15,13,13,13,14,12,13,15,14,10,13,4,8,8,7,15,13,12,12,,7.18,7 (9),Not set,- - -,16,0,England,1272.0,27.482546201232033,0.5174537987679672,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Nélson Barros,24,69,Light-Hearted,3361,2.6,2037-06-30,9750.0,2.1,Italy (Serie B),Italian Serie B,2032-06-29,2.9,9,12,7,14,6,12,14,13,13,5,13,8,11,15,16,13,3,14,15,12,14,15,7,16,12,10,8,11,3,1,5,2,8,10,8,12,Wnt,7.08,19,Not set,- - -,19,0,Italy,907.0,21.481177275838466,2.518822724161533,3.0,462.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Tommaso Ravaglioli,28,70,Resolute,4345,19.5,2038-06-30,58000.0,8.5,Italy (Serie A),Italian Serie A,2034-06-30,13.5,11,15,12,14,12,13,13,11,15,6,12,13,12,15,15,16,8,14,15,13,16,15,8,14,16,14,9,12,3,4,8,4,13,11,13,11,,6.91,18,Not set,- - -,18,0,Italy,1272.0,27.482546201232033,0.5174537987679672,4.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Tommaso Superbi,22,72,Fairly Determined,2508,0.061,2035-06-30,750.0,,Italy (Serie C/A),Italian Serie C/A,2033-07-19,0.8,20,7,18,12,6,11,12,4,12,4,8,6,11,15,16,13,11,13,13,11,13,15,3,13,13,9,7,7,1,1,1,2,9,7,5,6,,-,-,Not set,- - -,0,0,Italy,176.0,20.535249828884325,1.4647501711156743,4.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Aykut Kılıç,26,74,Fairly Determined,2961,0.9349999999999999,2037-06-30,9250.0,1.4,Türkiye (Super League),Turkish Super League,2034-06-19,3.1,17,10,14,10,7,13,14,14,12,5,8,7,9,15,13,14,13,13,12,16,16,13,7,7,12,12,16,11,2,7,1,3,12,10,5,9,,6.72,1 (16),Not set,- - -,17,0,Türkiye,907.0,25.45242984257358,0.5475701574264202,4.0,492.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Tuncer Taş,26,70,Determined,2847,1.75,2036-06-30,3200.0,,Türkiye (Super League),Turkish Super League,2033-12-02,1.8,12,11,11,15,6,12,14,6,13,2,6,8,11,18,13,11,10,10,14,11,13,14,8,8,16,11,10,7,2,4,8,1,14,7,7,11,,6.61,13 (3),Not set,- - -,16,0,Türkiye,542.0,24.907597535934293,1.0924024640657084,4.0,492.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Erhan Keleş,26,72,Perfectionist,5745,21.75,2038-06-30,72000.0,14.25,Türkiye (Super League),Turkish Super League,2034-01-25,14.25,10,16,11,16,6,14,17,16,15,8,11,12,13,15,14,17,13,14,15,13,14,14,5,13,15,14,11,8,3,7,10,3,14,9,10,11,,7.04,22,Not set,- - -,22,0,Türkiye,1272.0,25.055441478439427,0.944558521560575,4.0,492.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Carlos Henrique,26,70,Mercenary,5700,46.0,2038-06-30,160000.0,15.5,England (Premier Division),English Premier Division,2034-08-28,15.5,10,16,10,17,12,18,16,12,18,9,10,17,12,15,17,13,3,15,14,13,17,16,6,15,14,13,13,11,1,8,6,7,15,16,5,9,,7.12,7 (10),Not set,- - -,17,0,England,1272.0,25.644079397672826,0.35592060232717315,2.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Rodrigo Cezar,28,70,Spirited,4550,11.1,2036-12-31,30000.0,3.7,Brazil (First Division),Brazilian National First Division,2033-03-24,2.8,7,14,7,13,11,13,13,10,14,10,10,12,10,15,15,12,10,14,14,12,13,15,8,14,14,12,12,12,7,8,9,6,13,11,13,11,,-,-,Not set,- - -,0,0,Brazil,726.0,26.21492128678987,1.78507871321013,4.0,493.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Patané,25,72,Fairly Professional,6200,34.0,2037-12-31,70000.0,32.0,Brazil (First Division),Brazilian National First Division,2033-01-19,35.5,13,13,6,15,9,14,16,14,15,7,12,13,9,11,16,16,13,16,13,12,14,15,9,11,10,16,13,15,3,7,14,5,17,12,5,10,,-,-,Not set,- - -,0,0,Brazil,1091.0,23.039698836413415,1.9603011635865846,4.0,493.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lucas Tanaka,24,72,Resolute,5778,31.5,2039-06-30,130000.0,14.5,Portugal (Premier League),Portuguese Premier League,2034-08-21,14.5,10,10,16,14,13,12,16,11,16,6,8,13,13,15,17,12,12,16,16,11,13,15,6,16,12,15,14,8,2,2,10,6,16,15,3,5,Wnt,7.12,17 (4),Not set,- - -,21,0,Portugal,1637.0,23.6249144421629,0.3750855578370979,4.0,494.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Nick Miller,25,73,Fickle,4137,6.5,2038-12-31,5500.0,0.75,U.S.A. (MLS),Major League Soccer,2034-12-11,0.725,7,12,7,13,7,14,14,13,13,6,12,11,9,15,16,13,11,16,16,14,16,11,9,13,9,12,10,9,2,5,1,1,14,11,2,8,,-,-,Not set,- - -,0,0,U.S.A.,1456.0,24.9315537303217,0.06844626967830253,2.0,478.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Mariano Villalba,25,74,Fairly Determined,1924,0.0,,,,Argentina,-,,0.525,11,7,17,8,7,10,11,8,9,2,5,5,11,15,14,11,13,14,15,11,12,13,4,8,11,8,5,3,1,3,3,1,11,6,1,11,FrA,-,-,Not set,- - -,0,0,Argentina,,,,4.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Matías Hernández,29,70,Driven,3451,1.2100000000000002,2036-12-31,9750.0,1.5,Brazil (Second Division),Brazilian National Second Division,2034-06-02,1.4,5,11,10,14,8,12,13,13,14,5,9,12,10,19,13,11,3,13,12,12,13,14,7,14,14,15,13,5,4,6,6,3,15,11,4,5,,-,-,Not set,- - -,0,0,Brazil,726.0,28.405886379192335,0.5941136208076659,4.0,446.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Francisco,25,70,Resilient,4140,18.75,2037-06-30,24500.0,4.9,England (Sky Bet Championship),Sky Bet Championship,2031-09-01,4.9,10,15,10,13,12,14,13,4,14,10,12,9,15,16,14,16,6,14,14,15,14,14,10,12,14,13,15,10,6,7,7,6,15,9,11,9,,6.82,20 (7),Not set,- - -,27,0,England,907.0,21.654346338124572,3.345653661875428,4.0,480.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Rolando Santos,24,70,Light-Hearted,4250,8.4,2037-12-31,18750.0,4.4,Brazil (First Division),Brazilian National First Division,2034-01-20,4.4,7,10,14,13,9,11,13,11,14,6,11,10,14,15,18,13,7,14,16,12,14,15,4,16,12,11,11,9,3,5,1,3,13,13,8,12,Inj,-,-,Not set,- - -,0,0,Brazil,1091.0,23.041752224503764,0.9582477754962354,3.0,493.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Facinet Conté,29,71,Fairly Professional,4728,9.65,2037-06-30,31000.0,1.7,France (Ligue 1 Uber Eats),Ligue 1 Uber Eats,2034-07-28,2.9,7,12,9,14,8,15,14,6,16,9,10,11,11,11,15,13,12,15,11,12,13,15,6,15,13,16,12,9,8,7,7,5,16,10,5,4,,6.75,15,Not set,- - -,15,0,France,907.0,28.55920602327173,0.4407939767282683,4.0,496.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Tomás Cabrera,26,70,Fairly Professional,4880,14.75,2036-12-31,24500.0,4.4,Argentina (Premier Division),Argentine Premier Division,2032-01-31,3.7,6,13,7,17,8,16,13,12,16,8,10,14,11,12,15,14,6,14,14,13,18,13,6,18,9,11,10,10,3,5,7,4,15,16,5,9,,-,-,Not set,- - -,0,0,Argentina,726.0,23.07049965776865,2.9295003422313486,4.0,490.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mirko Gaggioli,26,71,Resolute,3523,6.1,2036-06-30,22500.0,3.6,Italy (Serie A),Italian Serie A,2033-01-31,3.2,8,11,10,9,8,12,13,16,13,7,11,15,15,15,18,12,13,13,13,12,15,13,8,14,8,14,11,14,4,5,9,4,12,12,8,13,,6.89,18 (1),Not set,- - -,19,0,Italy,542.0,24.072553045859,1.9274469541409993,4.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Luca Cassaro,26,65,Fairly Determined,4153,6.3,2037-06-30,35000.0,4.0,Italy (Serie A),Italian Serie A,2031-12-07,3.6,6,13,7,10,6,12,15,12,14,6,6,10,10,15,19,15,2,15,16,9,17,13,10,13,10,12,11,6,5,6,6,5,14,15,9,14,,6.87,19,Not set,- - -,19,0,Italy,907.0,22.919917864476385,3.080082135523614,4.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Omar Messaoudi,26,74,Resolute,5882,15.75,2037-06-30,14500.0,1.8,Belgium (Jupiler Pro League),Jupiler Pro League,2033-12-13,1.7,7,12,6,12,7,13,14,10,15,7,11,14,14,16,16,13,15,15,16,10,15,16,5,15,9,12,15,8,1,3,1,2,12,10,4,11,,6.96,29 (1),Not set,- - -,30,0,Belgium,907.0,24.937713894592743,1.0622861054072552,4.0,491.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Kosei Mochizuki,25,69,Fairly Professional,4158,2.35,2037-06-30,19750.0,1.5,France (Ligue 1 Uber Eats),Ligue 1 Uber Eats,2032-06-29,2.0,8,13,9,17,7,12,15,5,15,7,9,9,11,11,14,11,5,15,15,10,19,17,8,12,16,14,8,8,3,5,10,5,16,7,6,8,,6.87,1 (13),Not set,- - -,14,0,France,907.0,22.481177275838466,2.518822724161533,4.0,496.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ilja Roefs,24,73,Resolute,3960,18.0,2038-06-30,18750.0,5.75,England (Sky Bet Championship),Sky Bet Championship,2033-08-05,4.5,12,14,16,15,7,12,15,9,11,8,10,10,7,16,14,15,15,11,13,14,12,11,7,11,14,12,15,11,1,6,5,2,14,9,9,6,,6.89,3 (18),Not set,- - -,21,0,England,1272.0,22.581793292265573,1.4182067077344285,4.0,480.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lê,22,69,Fickle,3696,5.45,2037-12-31,18500.0,3.5,Brazil (First Division),Brazilian National First Division,2033-07-16,2.5,9,10,8,14,7,13,14,12,12,6,13,9,10,15,17,13,7,15,14,12,14,15,9,15,10,11,8,8,2,1,9,5,13,13,7,12,Wnt,-,-,Not set,- - -,0,0,Brazil,1091.0,20.527036276522928,1.4729637234770705,2.0,493.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Riquelme Fillipi,28,69,Resolute,3614,9.85,2038-06-30,17000.0,12.25,Spain (First Division),Spanish First Division,2034-01-26,9.5,14,11,6,13,9,11,16,12,13,7,8,11,12,16,15,15,4,14,10,12,18,15,8,12,13,12,8,11,8,8,7,5,14,10,7,9,Inj,6.57,1 (2),Not set,- - -,3,0,Spain,1272.0,27.058179329226558,0.9418206707734429,4.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Adriel Mindlin,21,72,Perfectionist,2773,2.75,2038-06-30,10250.0,0.95,Belgium (Jupiler Pro League),Jupiler Pro League,2034-07-19,0.95,9,13,9,14,7,13,16,6,14,6,9,11,11,15,12,12,15,11,11,12,12,11,8,14,10,13,15,9,6,7,13,8,16,11,5,11,Loa,6.80,2 (1),Not set,- - -,3,0,Belgium,1272.0,20.534565366187543,0.4654346338124572,4.0,491.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
