Name,Age,Height,Personality,WR,Transfer Value,Expires,Wage,Last Trans. Fee,Based,Division,Begins,Transfer Fees Received,Agg,Ant,Bra,Cmp,Cnt,Dec,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Det,Agi,Bal,Jum,Pac,Sta,Str,Nat,Acc,Cor,Dri,Fin,Fir,Hea,Lon,L Th,Mar,Fre,Tck,Tec,Pas,Pen,Cro,Inf,Av Rat,Apps,Transfer Status,Rec,Total Apps,Transfer_Status_bool,Country,Days Until Expiry,Age_at_Signing,Years_at_Club,Personality_Tier,Division_Rank,Country_Algeria,Country_Argentina,Country_Australia,Country_Austria,Country_Belgium,Country_Bosnia & Herzegovina,Country_Brazil,Country_Chile,Country_China,Country_Colombia,Country_Costa Rica,Country_Croatia,Country_Cyprus,Country_DR Congo,Country_Denmark,Country_England,Country_Finland,Country_France,Country_Germany,Country_Greece,Country_Hungary,Country_Israel,Country_Italy,Country_Japan,Country_Mexico,Country_Netherlands,Country_Nigeria,Country_Norway,Country_Paraguay,Country_Poland,Country_Portugal,Country_Qatar,Country_Russia,Country_Saudi Arabia,Country_Scotland,Country_Senegal,Country_Serbia,Country_Spain,Country_Sweden,Country_Switzerland,Country_Türkiye,Country_U.A.E.,Country_U.S.A.,Country_Ukraine,Country_nan
Emanuele Zuelli,33,70,Spirited,4939,0.7150000000000001,2036-06-30,17250.0,,Italy (Serie B),Italian Serie B,2034-07-20,1.3,13,13,14,14,12,13,11,11,13,13,12,14,12,14,10,12,10,10,10,8,15,10,6,8,7,13,10,10,5,9,5,10,14,13,7,8,,6.87,20,Not set,- - -,20,0,Italy,542.0,32.53730321697468,0.46269678302532513,4.0,462.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Robert Wagner,31,71,Fairly Determined,4932,8.100000000000001,2036-06-30,47000.0,3.9,Germany (Bundesliga),Bundesliga,2034-07-11,6.75,16,12,13,13,15,12,10,13,9,13,15,13,15,16,14,13,12,13,16,12,16,13,10,10,8,12,10,10,7,12,11,12,12,13,8,8,,6.85,14,Not set,- - -,14,0,Germany,542.0,30.512662559890487,0.487337440109514,4.0,497.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Isak Jønvik Holmen,27,72,Fairly Professional,4926,5.5,2037-12-31,10000.0,2.3,U.S.A. (MLS),Major League Soccer,2034-03-28,2.3,6,13,6,17,6,17,8,14,9,8,9,15,12,13,13,8,12,14,14,12,13,13,5,10,6,14,6,12,5,11,5,9,12,12,6,6,,-,-,Not set,- - -,0,0,U.S.A.,1091.0,26.225188227241617,0.7748117727583846,4.0,478.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Unai Gómez,31,72,Fairly Determined,4919,,2036-12-31,9500.0,1.1,U.S.A. (MLS),Major League Soccer,2034-07-26,1.0,12,11,11,11,9,15,14,3,15,11,10,12,14,15,13,12,12,13,11,9,8,14,11,10,12,15,6,10,3,9,8,12,14,15,5,10,,-,-,Not set,- - -,0,0,U.S.A.,726.0,30.55373032169747,0.4462696783025325,4.0,478.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Denis Rigal,24,67,Fickle,4919,63.0,2037-06-30,110000.0,57.0,France (Ligue 1 Uber Eats),Ligue 1 Uber Eats,2033-01-31,47.5,13,14,11,14,10,14,15,4,14,11,15,16,14,15,17,12,6,14,15,12,14,13,10,15,15,16,8,10,1,5,10,6,14,15,6,8,,6.85,2 (12),Not set,- - -,14,0,France,907.0,22.072553045859,1.9274469541409993,2.0,496.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Femi Fapetu,27,69,Resolute,4916,4.949999999999999,2036-06-30,12500.0,3.0,England (Sky Bet Championship),Sky Bet Championship,2033-07-14,3.0,15,14,9,10,15,15,9,11,8,14,12,14,13,15,11,13,9,12,14,13,13,10,6,8,7,13,8,9,1,13,6,15,11,16,1,6,Inj,6.57,0 (14),Not set,- - -,14,0,England,542.0,25.521560574948666,1.4784394250513346,4.0,480.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Taichi Fukui,30,69,Fairly Professional,4911,3.7249999999999996,2038-12-31,19500.0,4.6,U.S.A. (MLS),Major League Soccer,2034-07-13,3.9,7,12,12,15,12,12,13,10,9,12,11,14,12,14,14,11,6,12,12,9,14,12,14,12,8,13,7,9,4,11,11,12,13,13,10,9,,-,-,Not set,- - -,0,0,U.S.A.,1456.0,29.51813826146475,0.48186173853524983,4.0,478.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
José Ignacio Pardeiro,25,71,Resolute,4898,123.5,2038-06-30,105000.0,5.0,England (Premier Division),English Premier Division,2033-07-24,5.0,10,12,13,15,12,16,18,11,15,11,13,15,12,15,15,13,12,16,14,13,13,12,8,16,12,14,9,12,5,11,14,10,16,16,8,11,Inj,6.82,18 (1),Not set,- - -,19,0,England,1272.0,23.548939082819984,1.4510609171800137,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sandy Beeston,25,68,Resilient,4897,14.75,2037-05-31,42500.0,11.25,Scotland (cinch Premiership),cinch Premiership,2033-02-01,9.25,14,14,10,12,13,13,14,9,12,11,12,15,15,15,17,13,6,13,16,13,14,12,9,12,11,11,7,10,4,10,9,13,14,15,10,6,,6.76,10 (10),Not set,- - -,20,0,Scotland,877.0,23.075290896646134,1.9247091033538672,4.0,486.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Vicente Poggi,32,67,Balanced,4890,0.127,2035-06-30,13500.0,,Mexico (First Division),Mexican First Division,2032-07-05,0.875,14,13,12,12,12,12,12,12,12,12,12,14,11,5,9,9,6,10,8,8,13,8,10,8,8,13,7,10,6,12,7,9,13,12,13,11,,6.73,23,Not set,- - -,23,0,Mexico,176.0,29.49760438056126,2.5023956194387407,3.0,489.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sidney,28,71,Fairly Determined,4882,11.45,2037-12-31,29500.0,6.25,Brazil (First Division),Brazilian National First Division,2034-06-09,12.25,15,15,10,13,12,14,12,13,13,14,12,15,11,15,16,13,12,14,13,13,13,15,3,11,8,13,9,11,4,12,4,11,14,15,5,8,,-,-,Not set,- - -,0,0,Brazil,1091.0,27.42505133470226,0.5749486652977412,4.0,493.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Paul Okon,29,73,Fairly Professional,4871,15.0,2036-06-30,44000.0,1.6,Germany (Bundesliga),Bundesliga,2032-06-26,1.6,13,15,13,12,15,14,13,11,12,13,13,14,14,14,13,13,12,13,14,14,15,13,4,10,7,14,10,8,6,13,5,13,13,14,6,6,,7.01,15,Not set,- - -,15,0,Germany,542.0,26.472963723477072,2.5270362765229293,4.0,497.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Zaydou Youssouf,35,72,Balanced,4869,250.0015,2035-06-30,550.0,,France (National),French National,2034-08-19,2.6,13,12,13,12,11,11,14,12,13,10,10,11,13,12,9,10,10,6,6,7,15,8,11,11,9,12,7,10,3,8,10,12,14,13,10,11,Ret,6.82,18,Not set,- - -,18,0,France,176.0,34.619438740588635,0.3805612594113621,3.0,378.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Noel Sernelius,28,73,Resolute,4862,8.1,2037-06-30,14500.0,,France (Ligue 2 BKT),Ligue 2 BKT,2033-08-27,3.0,9,14,11,12,13,11,13,9,15,12,12,15,13,17,16,13,15,15,15,13,16,14,10,12,9,12,7,9,6,7,8,7,14,12,13,10,,7.24,18,Not set,- - -,18,0,France,907.0,26.642026009582477,1.3579739904175223,4.0,450.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Kevin Zeroli,29,74,Resolute,4862,59.0,2036-06-30,64000.0,18.25,England (Premier Division),English Premier Division,2033-08-03,31.5,8,14,12,13,13,13,14,12,14,12,12,13,13,15,16,13,16,15,14,14,16,15,5,11,9,13,13,11,6,10,7,11,13,14,9,10,,6.94,20,Not set,- - -,20,0,England,542.0,27.576317590691307,1.4236824093086926,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jochem Ritmeester van de Kamp,31,68,Balanced,4850,,2036-06-30,74000.0,7.75,England (Premier Division),English Premier Division,2033-09-04,6.5,13,14,13,13,10,15,12,13,12,13,12,12,13,5,14,12,4,13,13,10,13,13,9,11,9,13,11,12,5,13,9,13,15,14,6,11,,6.77,18,Not set,- - -,18,0,England,542.0,29.663928815879533,1.3360711841204653,3.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dani Pérez,29,68,Fairly Professional,4834,10.2,2037-06-30,44000.0,25.5,Italy (Serie A),Italian Serie A,2033-06-30,35.5,13,15,12,14,12,15,13,12,14,12,12,14,12,14,15,13,4,14,15,11,14,13,9,15,9,13,8,13,7,10,7,10,15,14,9,10,,6.82,3 (12),Not set,- - -,15,0,Italy,907.0,27.483230663928815,1.516769336071184,4.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Taylor Gardner-Hickman,33,74,Resolute,4824,,2036-06-30,47000.0,12.0,England (Sky Bet Championship),Sky Bet Championship,2034-06-29,25.0,10,12,10,12,10,12,12,10,11,14,13,11,15,15,13,11,13,13,14,12,11,13,12,10,9,15,13,13,6,14,12,13,13,14,3,12,,7.01,25,Not set,- - -,25,0,England,542.0,32.4798083504449,0.5201916495550992,4.0,480.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Larry Martínez,26,69,Professional,4819,6.6,2036-12-31,24500.0,7.0,Brazil (First Division),Brazilian National First Division,2032-08-06,9.5,15,14,8,16,11,16,11,17,13,12,9,15,12,16,15,13,4,14,12,11,14,13,5,8,9,11,7,9,1,11,2,12,15,16,2,8,Lst,-,-,Listed,- - -,0,1,Brazil,726.0,23.585215605749486,2.414784394250513,4.0,493.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Gustavinho,30,67,Fairly Professional,4805,6.6,2036-12-31,13000.0,1.2,Brazil (Second Division),Brazilian National Second Division,2033-07-10,3.1,11,13,10,13,11,12,14,9,16,11,15,15,7,14,15,10,6,14,12,9,14,13,9,11,10,13,7,10,7,10,7,7,12,14,10,7,,-,-,Not set,- - -,0,0,Brazil,726.0,28.510609171800137,1.4893908281998631,4.0,446.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pedro Díaz,36,71,Fairly Loyal,4799,0.0,2035-06-30,1500.0,,France (National 2 - B),French National 2 - B,2034-06-24,1.9,13,10,13,9,10,9,12,9,8,10,13,12,13,12,8,8,9,7,8,6,13,6,9,6,7,12,7,12,5,10,8,9,13,12,10,9,Ret,7.13,6,Listed,- - -,6,1,France,176.0,35.46611909650924,0.5338809034907598,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Julius Beck,29,70,Driven,4780,9.75,2036-06-30,39000.0,3.8,France (Ligue 1 Uber Eats),Ligue 1 Uber Eats,2032-08-15,6.0,11,13,9,14,14,14,11,11,12,14,12,15,15,18,14,9,6,13,10,12,13,11,5,12,6,13,13,10,8,14,8,12,14,11,7,9,,6.58,3 (7),Not set,- - -,10,0,France,542.0,26.609856262833674,2.3901437371663246,4.0,496.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Alejandro García,33,73,Balanced,4779,0.32999999999999996,2035-12-31,3200.0,0.086,Brazil (Second Division),Brazilian National Second Division,2034-03-07,1.8,12,14,6,12,11,13,12,6,13,11,12,13,13,12,10,11,13,10,9,10,12,10,11,11,10,13,8,10,6,8,11,7,13,13,7,10,,-,-,Not set,- - -,0,0,Brazil,360.0,32.167693360711844,0.8323066392881588,3.0,446.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Santiago Rodríguez,32,73,Fairly Determined,4765,0.5375000000000001,2035-12-31,8000.0,4.3,Argentina (Second Division),Argentine Second Division,2033-01-04,3.4,6,12,10,11,8,16,7,14,11,12,11,13,11,15,10,11,12,8,12,11,9,9,7,8,7,13,8,7,8,12,7,12,12,13,4,8,Loa,-,-,Not set,- - -,0,0,Argentina,360.0,29.998631074606433,2.001368925393566,4.0,439.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mathijs Tielemans,32,67,Fairly Determined,4761,0.105,2035-06-30,16000.0,,France (Ligue 2 BKT),Ligue 2 BKT,2032-11-29,4.0,13,13,12,12,14,12,10,10,14,10,12,14,13,15,11,12,10,12,11,11,13,10,10,11,11,12,11,10,6,7,11,4,11,14,6,7,,6.57,2 (5),Not set,- - -,7,0,France,176.0,29.900068446269678,2.099931553730322,4.0,450.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Niklas Pyyhtiä,31,73,Fairly Professional,4756,0.6125,2035-11-30,650.0,,Finland (First Division),Finnish First Division,2034-07-10,0.575,10,10,9,12,11,11,11,9,11,10,12,12,11,12,11,13,12,12,12,12,12,12,5,9,5,11,6,13,5,4,5,7,11,12,6,9,,-,-,Not set,- - -,0,0,Finland,329.0,30.509924709103355,0.49007529089664614,4.0,357.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mohammad Sadeghi,26,70,Driven,4744,55.5,2037-06-30,55000.0,12.5,England (Premier Division),English Premier Division,2033-06-30,18.75,6,14,9,12,14,12,17,6,14,8,8,13,12,20,17,14,4,15,16,12,15,14,10,16,14,16,7,9,7,7,15,6,16,13,6,10,,7.07,20,Not set,- - -,20,0,England,907.0,24.483230663928815,1.516769336071184,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Santiago Homenchenko,31,73,Fairly Determined,4738,,2036-12-31,4300.0,,Norway (Premier Division),Norwegian Premier Division,2033-06-18,1.2,14,9,13,10,11,10,10,15,12,12,12,11,13,16,13,10,12,11,12,12,15,12,7,8,6,11,8,10,10,11,7,15,12,8,10,9,,7.03,26 (6),Not set,- - -,32,0,Norway,726.0,29.45037645448323,1.5496235455167693,4.0,487.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dru Yearwood,34,69,Fairly Determined,4733,,2036-12-31,4500.0,0.12,U.S.A. (MLS),Major League Soccer,2033-12-07,0.7,11,13,12,13,10,13,10,6,13,12,14,14,15,15,8,11,8,8,8,7,17,9,6,8,6,14,8,10,3,12,5,12,12,14,4,7,,-,-,Not set,- - -,0,0,U.S.A.,726.0,32.92128678986995,1.0787132101300478,4.0,478.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Adin Ličina,27,71,Fairly Determined,4732,9.3,2038-06-30,22000.0,6.5,Netherlands (Eredivisie),Eredivisie,2034-09-01,9.25,7,13,8,13,12,14,18,9,14,11,9,16,12,15,16,13,11,14,12,12,14,13,13,15,11,14,7,11,5,10,17,6,16,13,9,11,,7.33,2 (4),Not set,- - -,6,0,Netherlands,1272.0,26.655030800821354,0.34496919917864477,4.0,495.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Naouirou Ahamada,32,72,Resolute,4727,6.35,2036-06-30,19000.0,4.4,Italy (Serie B),Italian Serie B,2034-09-01,15.75,10,13,11,13,10,12,14,8,13,11,12,12,13,15,14,13,13,14,14,12,12,12,6,11,7,13,7,10,4,11,6,10,14,14,5,7,,7.11,15,Not set,- - -,15,0,Italy,542.0,31.655030800821354,0.34496919917864477,4.0,462.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Boubacar Traoré,33,72,Balanced,4725,0.0365,2035-06-30,4200.0,,England (Sky Bet League Two),Sky Bet League Two,2034-07-21,10.25,13,14,14,13,11,13,11,9,13,10,11,13,14,7,11,12,13,7,9,9,14,9,7,9,7,13,10,12,8,10,7,12,12,13,11,5,,7.09,29,Not set,- - -,29,0,England,176.0,32.540041067761805,0.459958932238193,3.0,373.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ibrahima Kébé,34,71,Balanced,4710,0.019,2035-06-30,6500.0,,Türkiye (Super League),Turkish Super League,2033-05-31,0.725,13,13,14,11,13,12,8,9,8,14,12,11,13,7,8,10,10,12,11,10,14,11,7,5,5,10,9,10,7,12,7,13,10,12,5,7,Inj,-,-,Not set,- - -,0,0,Türkiye,176.0,32.40109514031485,1.5989048596851472,3.0,492.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Cher Ndour,30,75,Fairly Determined,4710,2.75,2037-06-30,16750.0,3.2,Italy (Serie B),Italian Serie B,2034-09-01,3.2,11,12,11,16,12,14,15,8,10,12,12,14,12,15,12,13,15,13,12,13,14,13,11,12,10,13,11,11,4,12,11,12,12,13,8,11,,6.90,4 (12),Not set,- - -,16,0,Italy,907.0,29.655030800821354,0.34496919917864477,4.0,462.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Patrick Osterhage,34,73,Resolute,4705,0.02,2035-06-30,16000.0,9.0,Germany (Regional Div. Southwest),German Regional Division Southwest,2033-03-30,7.0,13,12,14,12,16,12,13,8,11,13,15,13,16,15,9,10,12,10,11,8,12,8,10,9,7,11,11,11,7,12,11,13,12,14,8,9,Wnt,7.36,16,Listed,- - -,16,1,Germany,176.0,32.23134839151266,1.7686516084873374,4.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Emirhan Kayar,29,67,Resolute,4702,4.35,2037-06-30,8250.0,0.3,Türkiye (Super League),Turkish Super League,2034-05-01,0.6,13,13,10,14,9,11,12,11,12,8,11,16,11,16,17,13,5,11,11,6,14,14,9,14,9,13,6,10,2,9,8,8,14,14,8,10,,6.84,6 (8),Not set,- - -,14,0,Türkiye,907.0,28.318275154004105,0.6817248459958932,4.0,492.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Rocco Robert Shein,31,73,Fairly Determined,4688,2.6,2036-06-30,17250.0,0.475,England (Sky Bet Championship),Sky Bet Championship,2033-07-11,3.6,12,12,11,13,11,13,13,10,11,12,13,13,13,15,12,13,12,11,13,12,13,11,10,10,7,12,9,12,6,11,10,9,12,13,9,10,,6.71,17 (10),Not set,- - -,27,0,England,542.0,29.51334702258727,1.486652977412731,4.0,480.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Demir Ege Tıknaz,30,76,Resolute,4684,7.5,2036-06-30,13250.0,0.95,Türkiye (1. League),Turkish 1. League,2032-12-26,0.75,10,14,12,15,12,13,14,7,10,11,13,15,12,16,13,11,15,11,10,12,16,11,6,11,5,15,9,9,5,9,6,11,14,14,6,5,Wnt,6.93,18 (1),Not set,- - -,19,0,Türkiye,542.0,27.973990417522245,2.026009582477755,4.0,435.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Jhoao Lamus,26,75,Fairly Professional,4684,1.265,2036-06-30,13750.0,1.1,Colombia (First Division),Colombian First Division,2034-07-07,1.1,13,14,15,10,14,13,5,16,8,14,8,9,12,12,12,15,15,12,14,13,13,11,5,3,3,7,15,3,2,12,8,12,10,7,4,2,,6.90,47,Not set,- - -,47,0,Colombia,542.0,25.50171115674196,0.49828884325804246,4.0,469.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Franco Ibarra,33,69,Balanced,4677,0.07100000000000001,2035-06-30,5750.0,,Türkiye (Super League),Turkish Super League,2034-07-15,10.5,16,13,16,12,12,10,10,12,9,14,12,11,14,7,10,12,9,10,10,9,13,10,10,9,4,13,12,10,8,12,9,13,12,13,10,7,,6.77,4 (11),Not set,- - -,15,0,Türkiye,176.0,32.52361396303901,0.47638603696098564,3.0,492.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Rhys Youlley,29,73,Resolute,4675,0.6050000000000001,2037-06-30,4400.0,0.675,Australia (A-League),Isuzu UTE A-League,2033-12-10,0.875,13,12,9,13,11,18,7,14,12,11,12,14,12,15,9,11,13,11,12,9,13,10,8,8,11,12,10,12,4,11,8,11,15,12,6,7,Int,7.70,11,Not set,- - -,11,0,Australia,907.0,27.92950034223135,1.0704996577686516,4.0,434.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Gerard Yepes,32,67,Fairly Determined,4674,15.5,2036-06-30,62000.0,26.0,England (Sky Bet Championship),Sky Bet Championship,2034-05-04,24.5,11,15,12,13,15,13,13,12,13,17,14,14,16,15,11,10,5,12,12,10,16,11,12,10,5,16,10,12,4,13,11,12,13,16,10,8,Wnt,6.86,5 (7),Listed,- - -,12,1,England,542.0,31.326488706365502,0.6735112936344969,4.0,480.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Koba Koindredi,33,72,Spirited,4654,0.30250000000000005,2035-06-30,11000.0,,Italy (Serie C/A),Italian Serie C/A,2033-10-02,1.8,12,12,11,13,13,11,13,6,11,12,12,12,12,15,12,13,13,12,11,11,14,11,9,11,8,13,9,9,4,11,8,10,15,14,11,10,,7.27,18,Not set,- - -,18,0,Italy,176.0,31.740588637919235,1.2594113620807665,4.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Richard Ríos,34,73,Balanced,4650,0.07100000000000001,2035-06-30,6500.0,,U.A.E. (Pro League),UAE Professional League,2033-10-03,0.975,11,13,11,12,11,12,14,7,13,12,12,12,12,13,10,10,13,7,7,6,14,8,5,9,8,14,8,11,10,11,5,10,16,13,4,9,,6.46,20 (1),Not set,- - -,21,0,U.A.E.,176.0,32.743326488706366,1.2566735112936345,3.0,452.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Jack Fletcher,27,72,Driven,4629,30.5,2037-06-30,48000.0,,England (Sky Bet Championship),Sky Bet Championship,2033-06-30,0.65,6,14,9,13,9,15,13,9,13,9,10,17,13,18,13,16,14,13,12,12,16,15,12,11,13,13,7,14,4,5,8,7,14,15,6,12,Wnt,7.27,26,Not set,- - -,26,0,England,907.0,25.483230663928815,1.516769336071184,4.0,480.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Enes Çinemre,27,70,Resolute,4615,15.75,2038-06-30,32000.0,16.25,Netherlands (Eredivisie),Eredivisie,2034-06-30,34.5,12,15,10,16,10,14,17,8,15,8,9,15,11,15,17,14,5,14,15,13,16,14,9,13,10,15,8,13,5,6,13,3,16,16,5,9,Inj,6.93,4 (20),Not set,- - -,24,0,Netherlands,1272.0,26.482546201232033,0.5174537987679672,4.0,495.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
