Name,Age,Height,Personality,WR,Transfer Value,Expires,Wage,Last Trans. Fee,Based,Division,Begins,Transfer Fees Received,Agg,Ant,Bra,Cmp,Cnt,Dec,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Det,Agi,Bal,Jum,Pac,Sta,Str,Nat,Acc,Cor,Dri,Fin,Fir,Hea,Lon,L Th,Mar,Fre,Tck,Tec,Pas,Pen,Cro,Inf,Av Rat,Apps,Transfer Status,Rec,Total Apps,Transfer_Status_bool,Country,Days Until Expiry,Age_at_Signing,Years_at_Club,Personality_Tier,Division_Rank,Country_Algeria,Country_Angola,Country_Argentina,Country_Australia,Country_Austria,Country_Belgium,Country_Brazil,Country_Chile,Country_China,Country_Colombia,Country_Croatia,Country_Czechia,Country_DR Congo,Country_Denmark,Country_Ecuador,Country_England,Country_France,Country_Germany,Country_Ghana,Country_Greece,Country_Ireland,Country_Israel,Country_Italy,Country_Japan,Country_Mali,Country_Mexico,Country_Morocco,Country_N.Ireland,Country_Netherlands,Country_Norway,Country_Poland,Country_Portugal,Country_Qatar,Country_Russia,Country_Saudi Arabia,Country_Scotland,Country_Senegal,Country_Serbia,Country_Slovenia,Country_Spain,Country_Sweden,Country_Switzerland,Country_Türkiye,Country_U.A.E.,Country_U.S.A.,Country_Ukraine,Country_Uruguay,Country_nan
Lukas Sommer,29,64,Balanced,4138,4.5,2038-06-30,16000.0,1.2,Germany (Bundesliga 2),Bundesliga 2,2034-07-02,1.9,15,15,10,11,16,17,8,12,11,13,10,11,11,5,14,9,2,15,14,7,10,15,5,8,6,12,10,7,3,14,2,13,10,9,2,12,,6.90,19,Not set,- - -,19,0,Germany,1272.0,28.488021902806295,0.5119780971937029,3.0,464.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Greg Smith,23,70,Spirited,4135,16.75,2038-06-30,21500.0,18.5,Netherlands (Eredivisie),Eredivisie,2033-08-19,15.0,11,14,12,11,17,13,8,4,11,13,12,12,10,12,14,16,8,13,16,14,12,16,6,10,6,14,7,5,7,12,5,13,14,11,4,9,Wnt,6.96,20,Not set,- - -,20,0,Netherlands,1272.0,21.62012320328542,1.379876796714579,4.0,495.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Marcelo Titoneli,26,77,Resolute,4123,9.75,2037-12-31,26000.0,4.2,Brazil (First Division),Brazilian National First Division,2034-10-31,10.75,7,13,9,5,14,12,15,10,10,9,13,9,12,15,15,14,18,15,16,12,17,14,4,9,3,11,7,5,9,12,2,12,14,11,2,12,,-,-,Not set,- - -,0,0,Brazil,1091.0,25.81930184804928,0.1806981519507187,4.0,493.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jules Mbala,23,71,Resilient,4121,3.475,2038-06-30,26000.0,,Germany (Bundesliga),Bundesliga,2034-07-01,0.5,9,13,14,9,8,14,13,12,14,9,14,10,16,15,17,16,8,15,17,11,16,15,7,12,6,12,10,5,8,9,10,8,14,10,5,15,,6.88,18,Not set,- - -,18,0,Germany,1272.0,22.485284052019164,0.5147159479808351,4.0,497.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Iván Castro,23,76,Resolute,4119,4.9,2038-12-31,15000.0,1.0,Brazil (First Division),Brazilian National First Division,2034-09-02,2.1,17,15,17,12,16,14,6,12,7,11,10,9,12,15,13,17,16,14,15,13,16,14,1,7,2,7,12,2,8,12,5,12,8,7,1,1,,-,-,Not set,- - -,0,0,Brazil,1456.0,22.65776865160849,0.34223134839151265,4.0,493.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Moris Valinčić,32,71,Balanced,4118,0.11599999999999999,2036-06-30,1900.0,,France (Ligue 2 BKT),Ligue 2 BKT,2034-07-20,5.75,13,13,14,11,13,12,8,10,11,13,12,11,13,13,10,10,12,12,12,10,15,10,9,10,7,11,11,9,16,12,7,12,10,11,8,10,,7.13,19,Not set,- - -,19,0,France,542.0,31.537303216974674,0.46269678302532513,3.0,450.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Luis Görlich,34,72,Resolute,4116,0.003,2035-06-30,3800.0,,Germany (Regional Div. West),German Regional Division West,2034-09-01,2.6,6,14,12,12,12,13,9,11,11,12,14,10,12,15,10,8,13,10,8,6,13,9,8,9,8,12,10,7,10,12,10,12,11,12,6,11,Ret,7.13,19,Not set,- - -,19,0,Germany,176.0,33.65503080082136,0.34496919917864477,4.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Oliver Zandén,33,72,Resolute,4111,0.5225,2035-12-31,5750.0,,Norway (Premier Division),Norwegian Premier Division,2034-07-11,3.9,11,13,12,12,13,12,8,7,13,12,12,12,11,15,11,10,12,13,12,11,12,11,8,9,8,12,8,10,10,12,8,13,12,12,7,12,,7.09,27 (1),Not set,- - -,28,0,Norway,360.0,32.51266255989049,0.487337440109514,4.0,487.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Fernando,26,69,Fairly Ambitious,4111,35.0,2039-06-30,88000.0,17.75,Germany (Bundesliga),Bundesliga,2034-06-09,46.5,16,15,15,12,12,15,12,13,13,12,9,11,12,12,18,15,9,17,13,12,14,14,3,11,5,11,12,6,4,12,1,12,13,11,5,13,,6.92,19,Not set,- - -,19,0,Germany,1637.0,25.42505133470226,0.5749486652977412,4.0,497.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Giovanni Benedetti,24,70,Resolute,4109,20.25,2038-06-30,51000.0,11.0,England (Sky Bet Championship),Sky Bet Championship,2034-06-22,13.5,13,14,13,9,15,13,6,16,9,12,12,14,12,15,14,17,11,12,17,13,16,13,7,10,4,11,8,8,11,12,3,11,13,10,6,14,Wnt,6.88,25,Not set,- - -,25,0,England,1272.0,23.460643394934976,0.5393566050650239,4.0,480.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jefté,31,72,Fairly Determined,4106,2.75,2035-12-31,12000.0,6.0,Brazil (Second Division),Brazilian National Second Division,2031-08-20,8.25,8,14,10,11,13,14,14,11,12,13,11,11,11,15,16,13,13,14,13,12,14,15,5,12,8,12,9,10,12,12,8,11,13,12,7,10,Wnt,-,-,Not set,- - -,0,0,Brazil,360.0,27.621492128678987,3.378507871321013,4.0,446.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Zach Willis,28,72,Fairly Professional,4097,21.25,2037-06-30,45000.0,1.2,England (Sky Bet Championship),Sky Bet Championship,2034-07-23,0.95,10,13,13,12,14,14,9,13,12,13,11,13,12,12,14,13,14,13,14,14,13,13,6,10,5,11,12,6,11,14,7,12,11,11,5,8,,6.80,27 (1),Not set,- - -,28,0,England,907.0,27.54551676933607,0.4544832306639288,4.0,480.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Fabrizio Tropeano,25,69,Resilient,4096,8.0,2038-06-30,17750.0,3.8,Germany (Bundesliga 2),Bundesliga 2,2033-08-22,20.0,10,13,15,13,15,15,11,8,13,16,11,12,13,17,14,15,6,14,15,14,14,14,7,10,8,13,10,11,8,12,3,13,12,12,6,11,Wnt,6.88,5 (1),Not set,- - -,6,0,Germany,1272.0,23.628336755646817,1.3716632443531827,4.0,464.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Louis Oppie,32,72,Fairly Determined,4090,2.5,2036-06-30,14500.0,1.1,Türkiye (Super League),Turkish Super League,2033-05-10,0.925,13,12,12,10,14,12,9,9,10,13,12,11,12,15,11,11,10,13,10,11,14,10,10,9,5,11,10,7,10,12,11,12,11,12,11,8,,6.78,18,Not set,- - -,18,0,Türkiye,542.0,30.34360027378508,1.6563997262149213,4.0,492.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Giovanni Matteoni,26,77,Fairly Professional,4085,6.3,2038-06-30,31000.0,3.0,Italy (Serie A),Italian Serie A,2034-09-28,3.0,10,12,15,9,15,14,7,10,7,12,12,10,11,14,13,11,17,13,16,13,14,12,4,7,2,8,12,7,6,13,3,12,11,9,6,12,,6.74,20,Not set,- - -,20,0,Italy,1272.0,25.72895277207392,0.27104722792607805,4.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Michel Mbom,26,69,Professional,4072,4.25,2037-06-30,13250.0,2.4,England (Sky Bet Championship),Sky Bet Championship,2034-09-01,5.5,8,14,15,10,12,13,10,10,10,12,12,9,16,17,15,15,9,14,15,12,16,12,7,10,1,10,8,7,5,12,11,12,12,8,7,12,,6.56,1 (4),Not set,- - -,5,0,England,907.0,25.655030800821354,0.34496919917864477,4.0,480.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Tomás Tavares,33,72,Balanced,4070,0.32999999999999996,2035-06-30,43000.0,2.6,Russia (Premier League),Russian Premier League,2033-01-18,2.6,6,14,8,14,15,14,12,10,10,12,14,11,12,11,13,11,10,13,10,8,16,12,3,10,6,14,12,4,4,11,4,12,14,14,3,9,,6.94,22,Not set,- - -,22,0,Russia,176.0,31.036960985626283,1.9630390143737166,3.0,454.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
André Valporto,25,69,Resilient,4070,12.25,2036-12-31,12250.0,8.75,Brazil (Second Division),Brazilian National Second Division,2034-02-16,6.5,11,13,7,8,15,13,11,11,9,12,12,9,11,16,16,14,6,15,16,12,15,16,3,12,5,11,5,9,9,11,3,11,11,11,1,10,Wnt,-,-,Not set,- - -,0,0,Brazil,726.0,24.11567419575633,0.8843258042436687,4.0,446.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jayden Richardson,34,72,Balanced,4065,0.009999999999999998,2035-06-30,1000.0,,England (Sky Bet League Two),Sky Bet League Two,2033-07-19,0.9,8,11,9,12,10,12,11,8,12,12,12,9,13,12,10,11,12,11,9,6,15,12,4,8,6,11,9,8,10,9,4,10,12,10,6,11,Ret,6.97,18,Not set,- - -,18,0,England,176.0,32.535249828884325,1.4647501711156743,3.0,373.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Joe Johnson,28,71,Resolute,4064,0.0,,,,England,-,,2.1,9,12,12,10,14,12,9,9,8,11,11,10,11,15,13,13,12,13,13,12,13,13,4,9,5,10,8,8,12,10,4,11,10,9,3,10,Bid,-,-,Not set,- - -,0,0,England,,,,4.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Gonçalo Esteves,30,67,Perfectionist,4059,2.6125,2037-06-30,7750.0,,Netherlands (Eredivisie),Eredivisie,2035-01-01,1.3,15,14,14,12,11,11,12,9,13,12,12,12,12,16,15,13,3,14,12,11,15,14,5,12,8,12,6,9,9,10,5,12,12,11,6,11,,-,-,Not set,- - -,0,0,Netherlands,907.0,29.98904859685147,0.010951403148528405,4.0,495.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Luka Gutiérrez,28,71,Resolute,4058,7.6,2037-12-31,19000.0,4.2,Argentina (Premier Division),Argentine Premier Division,2034-08-10,4.1,9,13,10,10,15,13,12,6,10,12,11,11,12,16,15,13,12,15,15,14,15,15,1,12,6,11,10,7,13,14,4,11,12,10,3,10,,-,-,Not set,- - -,0,0,Argentina,1091.0,27.59479808350445,0.405201916495551,4.0,490.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Vanderlei Damous,25,64,Professional,4057,9.85,2037-12-31,33000.0,12.0,Brazil (First Division),Brazilian National First Division,2034-06-25,9.75,9,11,8,7,12,13,9,7,11,10,11,10,12,15,16,17,5,14,16,10,14,15,5,10,3,11,8,6,7,9,4,8,13,11,3,11,,-,-,Not set,- - -,0,0,Brazil,1091.0,24.468856947296374,0.5311430527036276,4.0,493.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Rowan Presland,26,70,Professional,4052,5.95,2037-12-31,15750.0,0.775,Brazil (First Division),Brazilian National First Division,2033-09-17,0.7,19,14,18,9,14,13,10,6,10,12,12,12,16,15,16,13,8,13,14,13,14,14,7,9,4,10,8,8,8,11,2,12,12,11,5,13,,-,-,Not set,- - -,0,0,Brazil,1091.0,24.699520876112253,1.3004791238877482,4.0,493.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Maurizio Bertoli,26,71,Spirited,4052,11.45,2038-06-30,35500.0,2.8,Germany (Bundesliga),Bundesliga,2034-02-07,2.8,13,13,16,9,14,13,12,11,11,14,16,12,17,15,14,16,12,14,14,12,14,14,4,11,6,10,8,10,9,12,4,12,9,11,5,12,Inj,7.00,8,Not set,- - -,8,0,Germany,1272.0,25.091033538672143,0.9089664613278576,4.0,497.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Brooke Norton-Cuffy,30,71,Balanced,4042,9.0,2036-06-30,28500.0,1.3,England (Sky Bet Championship),Sky Bet Championship,2033-06-17,1.3,10,11,12,10,10,10,13,9,9,12,12,7,12,13,15,12,12,15,10,12,13,14,8,10,7,11,9,8,10,9,4,10,10,10,5,12,Lst,6.94,0 (5),Listed,- - -,5,1,England,542.0,28.4476386036961,1.5523613963039014,3.0,480.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lucas Bodnar,26,72,Resolute,4040,3.0999999999999996,2037-06-30,38500.0,12.25,Germany (Bundesliga),Bundesliga,2033-07-26,30.0,7,13,11,12,10,14,11,10,9,10,14,13,12,16,15,17,15,12,14,12,14,14,6,12,7,13,11,8,9,10,5,11,12,9,3,15,,6.79,3 (4),Not set,- - -,7,0,Germany,907.0,24.55441478439425,1.4455852156057496,4.0,497.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Juan Salvati,26,73,Light-Hearted,4039,3.85,2037-12-31,12000.0,1.7,Argentina (Premier Division),Argentine Premier Division,2033-08-18,1.4,9,12,10,9,10,12,13,8,10,11,13,9,11,15,17,15,13,14,12,12,17,14,5,10,8,11,12,3,6,10,8,9,12,8,6,14,,-,-,Not set,- - -,0,0,Argentina,1091.0,24.61738535249829,1.3826146475017111,3.0,490.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Harry Amass,27,72,Fairly Ambitious,4037,19.25,2038-06-30,40500.0,4.3,England (Sky Bet Championship),Sky Bet Championship,2034-07-08,7.5,12,14,10,13,13,12,13,7,14,13,12,9,12,13,17,15,15,16,13,12,15,16,5,12,5,13,8,6,5,13,4,12,14,13,7,12,Inj,6.93,16 (1),Not set,- - -,17,0,England,1272.0,26.50444900752909,0.49555099247091033,4.0,480.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Andrés Suárez,20,69,Resilient,4032,6.4,2036-06-30,18250.0,1.5,England (Sky Bet League One),Sky Bet League One,2033-01-31,1.5,12,14,9,8,12,12,9,12,10,12,10,8,14,15,14,16,11,14,15,11,16,17,6,11,4,12,9,9,9,9,4,11,13,10,4,11,,6.88,27,Not set,- - -,27,0,England,542.0,18.072553045859,1.9274469541409993,4.0,433.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Rocco Di Venosa,27,71,Model Professional,4027,2.8875,2036-06-30,7250.0,2.3,France (Ligue 2 BKT),Ligue 2 BKT,2034-01-23,3.7,10,12,10,11,16,13,7,8,8,14,11,13,8,15,15,12,12,14,15,13,15,14,5,9,4,11,9,6,11,13,2,12,10,10,4,11,Wnt,7.08,17,Not set,- - -,17,0,France,542.0,26.04996577686516,0.9500342231348392,5.0,450.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Santiago Cuero,30,70,Fairly Professional,4024,3.65,2035-12-31,15750.0,1.1,Brazil (First Division),Brazilian National First Division,2032-02-24,1.1,8,13,12,12,15,16,6,16,10,14,13,8,13,4,13,16,9,14,11,10,9,15,4,8,7,8,6,4,5,13,3,16,10,12,3,11,,-,-,Not set,- - -,0,0,Brazil,360.0,27.136208076659823,2.863791923340178,4.0,493.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Brayan Vera,35,71,Balanced,4023,,2036-12-31,4200.0,1.4,U.S.A. (MLS),Major League Soccer,2034-12-13,2.6,12,13,12,12,12,12,11,9,10,12,12,11,11,11,4,8,9,6,4,4,12,5,6,6,7,12,7,10,10,11,4,12,10,12,4,11,,-,-,Not set,- - -,0,0,U.S.A.,726.0,34.937029431895965,0.06297056810403832,3.0,478.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Andrew Malsa,25,74,Resolute,4021,24.5,2039-06-30,30000.0,6.25,England (Premier Division),English Premier Division,2034-07-06,20.0,9,13,10,13,15,15,10,13,8,14,11,11,8,15,15,11,17,14,14,13,16,13,7,10,5,10,11,7,10,13,10,13,11,14,2,7,,6.91,16 (1),Not set,- - -,17,0,England,1637.0,24.498973305954827,0.5010266940451745,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Philippe Gerard,26,71,Fairly Ambitious,4016,27.0,2038-06-30,54000.0,16.0,England (Premier Division),English Premier Division,2033-07-01,27.5,8,14,11,10,11,14,13,11,15,12,14,12,13,14,17,14,13,15,15,13,15,15,5,10,6,12,12,8,11,11,1,13,15,10,3,11,,6.80,1 (4),Not set,- - -,5,0,England,1272.0,24.48596851471595,1.514031485284052,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Antoine Mendy,30,74,Resolute,4016,4.45,2036-06-30,11250.0,,Spain (Second Division),Spanish Second Division,2033-07-01,1.8,8,11,10,11,11,14,8,4,10,11,13,11,13,15,15,15,14,14,12,12,12,15,4,11,5,11,10,7,10,11,1,14,11,13,4,13,,7.04,13 (1),Not set,- - -,14,0,Spain,542.0,28.48596851471595,1.514031485284052,4.0,447.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
David De la Víbora,32,66,Resolute,4014,0.6599999999999999,2035-06-30,8250.0,,Spain (Second Division),Spanish Second Division,2033-07-31,0.525,14,13,14,12,13,13,13,8,11,13,12,11,12,15,14,13,2,14,12,10,12,14,6,12,4,12,4,9,10,11,7,12,11,11,8,14,Unh,6.85,6 (1),Not set,- - -,7,0,Spain,176.0,30.56810403832991,1.431895961670089,4.0,447.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Emanuel Benjamin,27,71,Balanced,4001,14.0,2038-06-30,115000.0,11.25,Qatar (Stars League),Qatar Stars League,2034-01-09,17.5,12,14,9,11,10,14,13,15,11,12,12,11,8,10,15,16,12,12,12,12,12,15,3,13,13,13,10,8,6,8,1,10,12,11,6,13,Wnt,7.44,14,Not set,- - -,14,0,Qatar,1272.0,26.01163586584531,0.9883641341546886,3.0,472.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Givairo Read,28,72,Fairly Determined,3997,14.25,2036-06-30,31500.0,1.9,Germany (Bundesliga),Bundesliga,2032-07-15,4.1,11,13,10,10,13,15,8,13,9,12,12,11,12,15,15,14,13,15,13,10,13,15,6,10,6,12,10,8,7,9,6,10,11,9,4,12,,6.95,17,Not set,- - -,17,0,Germany,542.0,25.524982888432582,2.4750171115674195,4.0,497.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Denis Camacho,25,70,Perfectionist,3996,3.0,2036-12-31,10500.0,2.2,Argentina (Premier Division),Argentine Premier Division,2032-07-28,2.2,15,12,16,8,17,13,13,12,10,9,11,8,12,15,15,15,4,16,14,11,16,15,4,9,7,10,5,4,8,11,8,12,11,12,8,12,Inj,-,-,Listed,- - -,0,1,Argentina,726.0,22.560574948665298,2.439425051334702,4.0,490.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Luanderson,20,73,Professional,3996,69.0,2038-06-30,39500.0,10.0,England (Premier Division),English Premier Division,2034-01-17,10.0,8,12,11,12,14,13,10,3,12,14,12,13,16,15,16,14,12,13,17,12,16,15,7,14,9,13,10,9,9,11,2,14,17,12,7,13,,6.81,7 (7),Not set,- - -,14,0,England,1272.0,19.033538672142367,0.9664613278576317,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mauro Busto,26,65,Driven,3994,2.6,2036-12-31,19250.0,3.9,Argentina (Premier Division),Argentine Premier Division,2033-07-22,5.75,6,13,9,8,9,14,13,11,8,10,14,9,12,18,17,16,2,12,14,11,15,15,3,11,4,13,7,7,6,11,5,9,13,13,1,14,,-,-,Not set,- - -,0,0,Argentina,726.0,24.543463381245722,1.4565366187542779,4.0,490.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Daniel Schade,23,70,Fairly Determined,3992,2.275,2037-06-30,54000.0,10.75,Spain (First Division),Spanish First Division,2032-07-22,8.75,9,12,11,11,14,17,9,5,11,14,15,11,12,15,13,12,9,14,15,12,12,13,6,9,7,10,8,8,8,14,10,13,14,11,6,12,,6.71,7 (7),Not set,- - -,14,0,Spain,907.0,20.544147843942504,2.455852156057495,4.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Eduardo Herrera,25,72,Fairly Determined,3992,3.3,2036-06-30,27500.0,2.3,Italy (Serie A),Italian Serie A,2033-08-22,2.6,6,15,17,8,15,14,10,17,6,16,11,11,11,16,15,15,13,14,15,11,15,13,2,8,6,10,7,6,8,15,3,15,14,9,6,8,nEU,6.64,6 (6),Listed,- - -,12,1,Italy,542.0,23.628336755646817,1.3716632443531827,4.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hüseyin Tunç,26,74,Resolute,3988,3.0,2038-06-30,7500.0,0.875,Türkiye (Super League),Turkish Super League,2034-02-13,0.725,6,13,11,11,16,12,7,17,9,13,14,10,11,15,13,13,16,12,14,13,16,14,5,9,5,9,10,6,6,13,8,11,10,9,5,7,,6.97,17,Not set,- - -,17,0,Türkiye,1272.0,25.107460643394933,0.892539356605065,4.0,492.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
