Name,Age,Height,Personality,WR,Transfer Value,Expires,Wage,Last Trans. Fee,Based,Division,Begins,Transfer Fees Received,Agg,Ant,Bra,Cmp,Cnt,Dec,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Det,Agi,Bal,Jum,Pac,Sta,Str,Nat,Acc,Cor,Dri,Fin,Fir,Hea,Lon,L Th,Mar,Fre,Tck,Tec,Pas,Pen,Cro,Inf,Av Rat,Apps,Transfer Status,Rec,Total Apps,Transfer_Status_bool,Country,Days Until Expiry,Age_at_Signing,Years_at_Club,Personality_Tier,Division_Rank,Country_Algeria,Country_Argentina,Country_Austria,Country_Belgium,Country_Bosnia & Herzegovina,Country_Brazil,Country_Chile,Country_China,Country_Colombia,Country_Costa Rica,Country_Croatia,Country_Denmark,Country_Ecuador,Country_England,Country_France,Country_Germany,Country_Greece,Country_Israel,Country_Italy,Country_Japan,Country_Mexico,Country_Morocco,Country_Netherlands,Country_Nigeria,Country_Norway,Country_Poland,Country_Portugal,Country_Qatar,Country_Russia,Country_Saudi Arabia,Country_Scotland,Country_Senegal,Country_Serbia,Country_Spain,Country_Sweden,Country_Switzerland,Country_Thailand,Country_Türkiye,Country_U.A.E.,Country_U.S.A.,Country_Ukraine,Country_nan
Loric Kasongo,26,62,Realist,5063,4.8500000000000005,2038-12-31,48500.0,1.1,U.S.A. (MLS),Major League Soccer,2034-09-05,1.1,15,13,12,14,10,14,16,14,13,11,13,15,15,11,14,13,4,13,15,11,16,13,7,13,8,11,6,6,1,10,8,10,13,11,4,9,Wnt,-,-,Not set,- - -,0,0,U.S.A.,1456.0,25.665982203969882,0.33401779603011633,2.0,478.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Márcio Augusto,24,72,Resolute,5048,60.0,2038-06-30,140000.0,13.0,Italy (Serie A),Italian Serie A,2034-02-06,13.0,12,15,9,13,13,15,15,13,15,10,14,12,16,15,16,17,14,15,15,14,9,15,7,17,15,16,7,11,2,9,13,5,17,13,6,8,nEU,6.97,7,Not set,- - -,7,0,Italy,1272.0,23.08829568788501,0.9117043121149897,4.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Nilson Angulo,31,72,Balanced,5030,0.2625,2036-12-31,16250.0,,Ecuador (Serie A),Ecuadorian Serie A,2034-09-01,1.7,11,12,10,14,11,15,14,6,12,6,8,14,9,8,10,10,11,12,12,9,14,13,8,13,10,14,8,8,1,5,6,5,13,12,5,9,,-,-,Not set,- - -,0,0,Ecuador,726.0,30.655030800821354,0.34496919917864477,3.0,467.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Gonçalo Moreira,29,67,Resolute,5024,21.75,2037-06-30,89000.0,9.5,Türkiye (Super League),Turkish Super League,2034-10-25,7.5,12,13,12,16,12,13,16,10,16,10,12,16,12,16,16,12,3,13,13,12,13,15,6,14,11,15,7,11,5,7,8,5,14,15,8,12,,7.32,23 (4),Not set,- - -,27,0,Türkiye,907.0,28.802874743326488,0.1971252566735113,4.0,492.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Kenny Sheerin,26,70,Fairly Professional,5006,22.25,2038-05-31,34500.0,,Scotland (cinch Premiership),cinch Premiership,2033-11-25,1.2,9,10,6,13,6,13,13,17,14,6,16,13,12,14,16,15,9,14,13,12,17,16,8,13,13,13,15,10,4,7,6,2,11,13,9,11,,7.08,20 (3),Not set,- - -,23,0,Scotland,1242.0,24.888432580424368,1.111567419575633,4.0,486.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Kevin Aguilar,25,68,Fairly Determined,5005,29.5,2036-06-30,29500.0,3.2,England (Premier Division),English Premier Division,2033-09-01,7.0,9,12,8,17,10,14,17,10,14,7,11,13,11,15,16,13,3,14,12,11,14,14,8,14,14,15,8,12,4,8,10,2,16,14,11,11,,6.87,12 (1),Not set,- - -,13,0,England,542.0,23.65571526351814,1.3442847364818618,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
David Shenton,25,65,Unambitious,4988,8.0,2036-06-30,7750.0,,England (Sky Bet League One),Sky Bet League One,2034-07-01,0.775,12,13,10,14,8,13,15,9,13,6,16,17,12,16,13,12,3,13,12,10,15,9,7,13,6,13,8,10,1,4,10,4,16,14,2,7,Inj,7.16,19,Not set,- - -,19,0,England,542.0,24.485284052019164,0.5147159479808351,2.0,433.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Željko Deak,23,70,Professional,4987,18.0,2039-06-30,63000.0,20.5,Germany (Bundesliga),Bundesliga,2034-11-22,16.5,12,14,16,16,8,12,14,15,13,11,15,16,12,15,16,13,8,15,15,10,12,13,9,13,7,17,7,9,2,5,10,4,15,16,5,7,,6.67,4 (14),Not set,- - -,18,0,Germany,1637.0,22.87953456536619,0.12046543463381246,4.0,497.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Miguel Carvalho,29,73,Balanced,4981,12.5,2037-12-31,25500.0,4.5,Brazil (First Division),Brazilian National First Division,2034-08-28,3.8,10,13,7,14,8,14,14,12,9,10,8,16,13,10,14,11,14,14,13,10,16,14,7,13,13,14,7,9,1,7,4,6,15,11,2,8,,-,-,Not set,- - -,0,0,Brazil,1091.0,28.644079397672826,0.35592060232717315,3.0,493.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Runar Norheim,29,73,Perfectionist,4972,27.0,2036-06-30,41500.0,1.1,Spain (First Division),Spanish First Division,2030-08-31,2.4,8,13,11,14,11,13,14,9,15,9,12,14,10,15,15,13,16,15,14,14,16,14,10,12,10,13,9,10,3,7,7,5,14,13,9,12,,6.98,17,Not set,- - -,17,0,Spain,542.0,24.652292950034223,4.347707049965777,4.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Mateo Pensabene,24,70,Perfectionist,4969,11.9,2036-06-30,45500.0,5.25,England (Sky Bet Championship),Sky Bet Championship,2032-01-18,5.75,4,11,7,14,8,13,17,12,16,9,12,14,14,15,14,16,11,12,14,10,15,12,7,13,16,13,12,12,5,7,7,9,15,12,11,8,Inj,7.12,3 (4),Not set,- - -,7,0,England,542.0,21.034907597535934,2.965092402464066,4.0,480.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Evan Rotundo,30,69,Resolute,4955,2.65,2036-12-31,4700.0,2.1,U.S.A. (MLS),Major League Soccer,2034-07-19,2.2,7,10,9,12,9,11,14,8,12,10,10,14,10,16,14,10,4,13,12,9,14,13,16,11,8,13,5,11,1,9,11,9,13,14,9,13,,-,-,Not set,- - -,0,0,U.S.A.,726.0,29.534565366187543,0.4654346338124572,4.0,478.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Matheus França,30,72,Resolute,4953,7.5,2036-12-31,40500.0,,Brazil (First Division),Brazilian National First Division,2033-07-10,18.0,11,12,12,13,10,12,16,9,13,12,12,14,12,15,13,13,13,13,12,12,14,14,12,12,11,14,9,10,2,10,8,10,14,14,10,10,,-,-,Not set,- - -,0,0,Brazil,726.0,28.510609171800137,1.4893908281998631,4.0,493.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Braian Campo,26,72,Ambitious,4953,36.5,2038-06-30,83000.0,12.5,Italy (Serie A),Italian Serie A,2033-06-04,20.0,14,14,18,14,11,15,16,14,15,10,14,15,12,15,14,11,12,14,14,11,17,12,9,14,12,14,10,11,6,10,9,7,16,13,8,9,,6.97,19,Not set,- - -,19,0,Italy,1272.0,24.412046543463383,1.5879534565366187,4.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lin Xiao,26,66,Fairly Determined,4953,20.25,2039-06-30,64000.0,2.1,Italy (Serie A),Italian Serie A,2034-11-16,13.25,14,13,8,14,7,14,16,9,13,8,17,15,15,15,16,16,3,14,14,11,16,12,10,16,8,15,8,12,7,4,14,9,16,11,8,9,nEU,7.10,19,Not set,- - -,19,0,Italy,1637.0,25.863107460643395,0.13689253935660506,4.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Kevin,26,67,Light-Hearted,4949,28.5,2039-06-30,67000.0,,England (Premier Division),English Premier Division,2034-07-01,40.0,19,12,17,15,10,12,13,12,12,12,11,14,16,5,16,12,4,15,15,12,15,14,8,13,7,9,8,12,4,11,8,11,14,13,7,7,,6.56,2 (7),Not set,- - -,9,0,England,1637.0,25.485284052019164,0.5147159479808351,3.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Denis Rigal,24,67,Fickle,4919,63.0,2037-06-30,110000.0,57.0,France (Ligue 1 Uber Eats),Ligue 1 Uber Eats,2033-01-31,47.5,13,14,11,14,10,14,15,4,14,11,15,16,14,15,17,12,6,14,15,12,14,13,10,15,15,16,8,10,1,5,10,6,14,15,6,8,,6.85,2 (12),Not set,- - -,14,0,France,907.0,22.072553045859,1.9274469541409993,2.0,496.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Luiz Fernando,23,70,Resolute,4903,36.5,2039-06-30,81000.0,13.5,England (Premier Division),English Premier Division,2034-07-20,13.5,12,15,5,15,8,15,16,10,15,10,12,18,12,15,14,13,5,13,13,12,14,15,9,13,13,17,13,11,5,7,8,7,16,15,6,8,,6.95,16 (7),Not set,- - -,23,0,England,1637.0,22.537303216974674,0.46269678302532513,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Matías Palacios,32,66,Balanced,4898,,2036-06-30,89000.0,2.4,U.A.E. (Pro League),UAE Professional League,2034-02-10,2.4,9,14,9,15,10,14,15,11,14,11,12,16,12,14,13,13,4,11,13,7,14,10,13,13,7,15,5,10,3,7,11,6,16,15,7,11,Int,6.90,23,Not set,- - -,23,0,U.A.E.,542.0,31.09924709103354,0.9007529089664613,3.0,452.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Rikelme,31,71,Balanced,4887,,2036-06-30,24000.0,17.5,Spain (First Division),Spanish First Division,2033-01-27,18.5,14,13,13,12,13,12,10,9,12,12,12,11,12,13,14,10,11,12,13,10,15,12,10,12,11,9,11,10,11,12,7,9,14,12,10,12,,6.83,14 (3),Not set,- - -,17,0,Spain,542.0,29.06160164271047,1.9383983572895278,3.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Leon Grünwald,21,70,Resolute,4872,41.0,2037-06-30,24000.0,16.0,Italy (Serie A),Italian Serie A,2033-01-30,11.75,10,12,10,16,11,15,15,16,16,7,14,16,10,16,14,15,4,14,15,12,10,11,8,11,12,16,7,8,4,8,9,7,16,16,9,10,,7.20,0 (1),Not set,- - -,1,0,Italy,907.0,19.069815195071868,1.9301848049281314,4.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ilyas Chaira,33,71,Fairly Determined,4858,,2036-06-30,4300.0,,Morocco (Botola 1),Botola Pro 1,2035-01-01,0.725,6,11,11,12,9,11,15,7,13,9,9,12,11,15,11,9,11,11,8,8,14,12,12,12,12,13,8,12,6,7,11,6,14,11,11,11,,6.60,0 (1),Not set,- - -,1,0,Morocco,542.0,32.98904859685147,0.010951403148528405,4.0,440.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Raimonds Krollis,33,73,Resolute,4851,0.825,2036-06-30,18500.0,,Greece (Super League 1),Greek Super League 1,2034-01-07,1.3,11,12,10,12,10,12,14,13,13,9,10,13,13,16,10,11,15,10,10,10,13,13,8,9,14,13,12,14,5,4,4,7,12,12,10,11,,6.36,6 (2),Not set,- - -,8,0,Greece,542.0,32.006160164271044,0.9938398357289527,4.0,481.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Martin Bergvold,23,71,Model Professional,4840,30.5,2037-06-30,27500.0,8.0,Portugal (Premier League),Portuguese Premier League,2031-09-01,6.25,14,14,18,12,11,13,17,5,16,8,11,17,15,12,16,12,12,13,14,13,15,13,12,13,10,17,12,15,5,7,17,8,17,14,8,12,,7.01,20 (2),Not set,- - -,22,0,Portugal,907.0,19.654346338124572,3.345653661875428,5.0,494.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Henrique Rabim,26,70,Fairly Professional,4837,60.0,2037-06-30,44000.0,13.0,Netherlands (Eredivisie),Eredivisie,2032-08-08,15.5,10,13,7,13,10,13,16,12,14,9,12,14,16,14,19,14,8,15,16,12,14,16,9,17,8,15,7,13,6,4,12,5,16,13,4,15,Bid,7.41,25,Not set,- - -,25,0,Netherlands,907.0,23.590691307323752,2.409308692676249,4.0,495.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Marcus Rafferty,30,69,Fairly Determined,4825,16.0,2036-06-30,39000.0,10.5,England (Sky Bet Championship),Sky Bet Championship,2031-07-11,28.5,9,12,13,14,11,12,15,12,13,12,12,14,12,15,13,12,7,14,13,12,15,14,7,12,7,13,7,11,6,7,9,6,12,12,10,10,Req,6.93,6 (9),By request,- - -,15,1,England,542.0,26.511978097193705,3.488021902806297,4.0,480.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lucas Da Cunha,33,69,Fairly Professional,4814,0.005,2035-06-30,1900.0,,France (National 2 - C),French National 2 - C,2034-08-21,1.2,10,11,7,11,10,11,14,8,12,4,13,12,8,13,7,11,6,9,10,5,12,10,11,10,9,14,8,11,5,4,10,5,15,11,10,11,,7.03,8 (4),Not set,- - -,12,0,France,176.0,32.624914442162904,0.3750855578370979,4.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Gustavinho,30,67,Fairly Professional,4805,6.6,2036-12-31,13000.0,1.2,Brazil (Second Division),Brazilian National Second Division,2033-07-10,3.1,11,13,10,13,11,12,14,9,16,11,15,15,7,14,15,10,6,14,12,9,14,13,9,11,10,13,7,10,7,10,7,7,12,14,10,7,,-,-,Not set,- - -,0,0,Brazil,726.0,28.510609171800137,1.4893908281998631,4.0,446.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Alex Méndez,34,70,Ambitious,4800,2.775,2036-12-31,9500.0,2.1,U.S.A. (MLS),Major League Soccer,2033-10-07,2.3,8,13,10,16,9,13,15,9,12,10,10,15,9,12,13,13,5,10,9,6,13,11,13,11,10,14,5,13,3,5,16,9,16,15,11,13,,-,-,Not set,- - -,0,0,U.S.A.,726.0,32.75427789185489,1.2457221081451062,4.0,478.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Noah Makembo-Ntemo,27,69,Fairly Ambitious,4798,5.7,2037-06-30,28500.0,1.2,Germany (Bundesliga 2),Bundesliga 2,2033-06-03,0.9,12,12,11,10,10,13,16,15,12,9,10,13,11,8,16,13,8,14,12,12,12,15,6,14,7,11,8,12,3,4,5,6,12,12,8,10,,7.41,16,Not set,- - -,16,0,Germany,907.0,25.409308692676248,1.5906913073237507,4.0,464.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Alejandro García,33,73,Balanced,4779,0.32999999999999996,2035-12-31,3200.0,0.086,Brazil (Second Division),Brazilian National Second Division,2034-03-07,1.8,12,14,6,12,11,13,12,6,13,11,12,13,13,12,10,11,13,10,9,10,12,10,11,11,10,13,8,10,6,8,11,7,13,13,7,10,,-,-,Not set,- - -,0,0,Brazil,360.0,32.167693360711844,0.8323066392881588,3.0,446.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jaminton Campaz,34,65,Balanced,4774,0.07700000000000001,2035-06-30,10250.0,,Saudi Arabia (Saudi Pro League),Saudi Professional League,2033-07-31,3.5,8,12,10,11,9,12,15,9,16,8,12,14,13,13,11,10,4,10,7,6,13,11,12,13,12,13,8,12,6,6,13,7,16,13,13,14,,5.87,10 (6),Not set,- - -,16,0,Saudi Arabia,176.0,32.56810403832991,1.431895961670089,3.0,476.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Mathijs Tielemans,32,67,Fairly Determined,4761,0.105,2035-06-30,16000.0,,France (Ligue 2 BKT),Ligue 2 BKT,2032-11-29,4.0,13,13,12,12,14,12,10,10,14,10,12,14,13,15,11,12,10,12,11,11,13,10,10,11,11,12,11,10,6,7,11,4,11,14,6,7,,6.57,2 (5),Not set,- - -,7,0,France,176.0,29.900068446269678,2.099931553730322,4.0,450.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Georginio Rutter,32,72,Balanced,4752,0.016,2035-06-30,170000.0,25.0,England (Premier Division),English Premier Division,2033-07-06,25.0,8,16,11,14,11,14,17,9,14,9,11,16,12,11,15,12,13,13,10,12,14,13,6,13,12,14,12,11,4,6,9,6,16,13,11,10,Lst,6.92,1 (10),Listed,- - -,11,1,England,176.0,30.49965776865161,1.5003422313483916,3.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mohammad Sadeghi,26,70,Driven,4744,55.5,2037-06-30,55000.0,12.5,England (Premier Division),English Premier Division,2033-06-30,18.75,6,14,9,12,14,12,17,6,14,8,8,13,12,20,17,14,4,15,16,12,15,14,10,16,14,16,7,9,7,7,15,6,16,13,6,10,,7.07,20,Not set,- - -,20,0,England,907.0,24.483230663928815,1.516769336071184,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Gaetano Oristanio,32,69,Fairly Professional,4743,1.1,2035-06-30,55000.0,1.2,England (Premier Division),English Premier Division,2033-08-25,5.75,11,12,11,15,11,13,14,8,13,7,12,14,11,13,15,11,4,15,13,11,12,14,10,12,13,13,7,13,1,5,12,7,15,13,12,12,Wnt,6.67,0 (13),Listed,- - -,13,1,England,176.0,30.636550308008214,1.3634496919917864,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Adin Ličina,27,71,Fairly Determined,4732,9.3,2038-06-30,22000.0,6.5,Netherlands (Eredivisie),Eredivisie,2034-09-01,9.25,7,13,8,13,12,14,18,9,14,11,9,16,12,15,16,13,11,14,12,12,14,13,13,15,11,14,7,11,5,10,17,6,16,13,9,11,,7.33,2 (4),Not set,- - -,6,0,Netherlands,1272.0,26.655030800821354,0.34496919917864477,4.0,495.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Cher Ndour,30,75,Fairly Determined,4710,2.75,2037-06-30,16750.0,3.2,Italy (Serie B),Italian Serie B,2034-09-01,3.2,11,12,11,16,12,14,15,8,10,12,12,14,12,15,12,13,15,13,12,13,14,13,11,12,10,13,11,11,4,12,11,12,12,13,8,11,,6.90,4 (12),Not set,- - -,16,0,Italy,907.0,29.655030800821354,0.34496919917864477,4.0,462.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Emirhan Kayar,29,67,Resolute,4702,4.35,2037-06-30,8250.0,0.3,Türkiye (Super League),Turkish Super League,2034-05-01,0.6,13,13,10,14,9,11,12,11,12,8,11,16,11,16,17,13,5,11,11,6,14,14,9,14,9,13,6,10,2,9,8,8,14,14,8,10,,6.84,6 (8),Not set,- - -,14,0,Türkiye,907.0,28.318275154004105,0.6817248459958932,4.0,492.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Andreu Pavón,21,74,Fairly Professional,4686,74.0,2038-06-30,99000.0,40.0,England (Premier Division),English Premier Division,2034-01-31,40.0,5,11,8,15,11,13,15,15,13,9,14,12,13,12,17,16,14,16,14,13,14,17,10,16,15,13,13,11,8,5,8,7,17,15,6,10,,7.01,5 (12),Not set,- - -,17,0,England,1272.0,20.071868583162217,0.9281314168377823,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Iman Griffith,33,67,Fairly Determined,4685,0.7150000000000001,2035-06-30,2900.0,1.2,Netherlands (Keuken Kampioen Divisie),Keuken Kampioen Divisie,2032-06-30,2.3,11,13,8,10,11,13,13,12,12,8,11,13,12,15,14,11,7,12,9,5,13,12,4,10,8,12,4,9,4,8,5,7,13,11,6,10,,6.83,19,Not set,- - -,19,0,Netherlands,176.0,30.4839151266256,2.516084873374401,4.0,438.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Kwame Poku,33,70,Fairly Determined,4680,0.6599999999999999,2035-06-30,13500.0,2.5,Germany (3. Liga),3. Liga,2033-05-27,2.5,5,9,8,13,9,11,14,5,13,5,10,12,11,16,12,14,6,12,10,7,12,13,12,14,11,13,6,12,5,6,8,8,14,12,8,13,Ask,7.02,20,Not set,- - -,20,0,Germany,176.0,31.390143737166323,1.6098562628336757,4.0,408.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Carlos Álvarez,31,66,Fairly Professional,4671,1.7,2036-06-30,21500.0,2.3,Spain (Second Division),Spanish Second Division,2033-08-21,3.3,9,12,11,14,9,11,15,7,13,7,11,14,11,12,15,10,5,11,10,7,12,13,10,14,11,14,8,10,4,6,13,6,14,13,11,12,Wnt,6.88,20,Listed,- - -,20,1,Spain,542.0,29.625598904859686,1.374401095140315,4.0,447.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Aimar Vicandi,29,73,Fairly Determined,4669,16.25,2036-06-30,33500.0,4.7,England (Sky Bet Championship),Sky Bet Championship,2033-09-01,15.25,5,11,10,12,7,12,12,5,10,9,9,10,13,15,13,14,15,14,12,9,14,15,7,14,11,15,10,10,7,6,7,6,11,13,2,12,,7.18,8 (9),Not set,- - -,17,0,England,542.0,27.65571526351814,1.3442847364818618,4.0,480.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jay Stansfield,32,71,Fairly Professional,4661,28.0,2036-06-30,48500.0,54.0,Italy (Serie A),Italian Serie A,2034-07-03,111.0,14,13,12,13,12,13,11,13,15,11,11,13,14,13,14,13,12,14,14,12,13,15,8,12,16,15,11,11,4,8,10,9,15,12,12,14,Trn,6.94,16,Listed,- - -,16,1,Italy,542.0,31.49075975359343,0.5092402464065708,4.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Johan Gómez,33,70,Fairly Determined,4649,1.265,2035-12-31,4800.0,0.65,U.S.A. (MLS),Major League Soccer,2034-01-05,0.5,13,12,10,15,10,12,14,5,15,8,12,14,13,15,13,9,7,12,9,8,14,13,9,12,10,13,8,7,5,8,11,7,13,13,11,8,,-,-,Not set,- - -,0,0,U.S.A.,360.0,32.00068446269678,0.999315537303217,4.0,478.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Baptiste Mouazan,33,74,Fairly Professional,4644,0.6050000000000001,2035-06-30,14750.0,2.9,Belgium (Jupiler Pro League),Jupiler Pro League,2031-01-08,2.4,12,12,12,12,9,15,13,12,12,11,10,13,12,14,11,12,11,10,10,6,12,11,8,11,10,12,8,6,6,8,7,10,12,12,6,12,,6.97,20,Not set,- - -,20,0,Belgium,176.0,29.008213552361397,3.991786447638604,4.0,491.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
