Name,Age,Height,Personality,WR,Transfer Value,Expires,Wage,Last Trans. Fee,Based,Division,Begins,Transfer Fees Received,Agg,Ant,Bra,Cmp,Cnt,Dec,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Det,Agi,Bal,Jum,Pac,Sta,Str,Nat,Acc,Cor,Dri,Fin,Fir,Hea,Lon,L Th,Mar,Fre,Tck,Tec,Pas,Pen,Cro,Inf,Av Rat,Apps,Transfer Status,Rec,Total Apps,Transfer_Status_bool,Country,Days Until Expiry,Age_at_Signing,Years_at_Club,Personality_Tier,Division_Rank,Country_Argentina,Country_Australia,Country_Austria,Country_Belgium,Country_Bosnia & Herzegovina,Country_Brazil,Country_China,Country_Colombia,Country_Croatia,Country_Denmark,Country_Ecuador,Country_England,Country_France,Country_Germany,Country_Ghana,Country_Greece,Country_Italy,Country_Japan,Country_Mali,Country_Mexico,Country_Morocco,Country_Netherlands,Country_Norway,Country_Poland,Country_Portugal,Country_Qatar,Country_Russia,Country_Saudi Arabia,Country_Scotland,Country_Senegal,Country_Serbia,Country_Slovenia,Country_Spain,Country_Sweden,Country_Switzerland,Country_Tunisia,Country_Türkiye,Country_U.A.E.,Country_U.S.A.,Country_Ukraine,Country_nan
Marcel Beifus,32,74,Fairly Professional,4944,,2036-06-30,25000.0,1.2,Germany (Bundesliga),Bundesliga,2034-06-08,1.3,16,13,13,12,13,12,10,9,9,13,12,11,12,13,11,12,15,12,12,12,15,13,3,9,7,11,13,7,8,13,7,14,11,12,10,7,,6.82,13,Not set,- - -,13,0,Germany,542.0,31.422313483915126,0.5776865160848734,4.0,497.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Köksal Türk,21,75,Fairly Ambitious,4941,42.5,2037-06-30,27000.0,9.75,England (Premier Division),English Premier Division,2032-09-01,7.5,15,15,8,12,14,13,6,14,9,16,15,15,12,11,14,12,15,15,15,14,16,13,4,10,5,11,14,4,6,14,2,14,12,15,5,3,Loa,6.40,2,Not set,- - -,2,0,England,907.0,18.65639972621492,2.3436002737850785,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mauro Andrada,21,74,Light-Hearted,4936,3.0,2038-12-31,15500.0,1.8,Argentina (Premier Division),Argentine Premier Division,2034-07-16,1.8,14,13,13,8,13,13,8,5,8,13,13,10,11,15,14,18,15,14,14,14,16,13,4,5,5,8,11,11,4,13,7,16,10,10,2,8,,-,-,Not set,- - -,0,0,Argentina,1456.0,20.526351813826146,0.4736481861738535,3.0,490.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Aytuğ Kömeç,30,73,Resolute,4933,6.8,2036-06-30,6500.0,1.9,Türkiye (Super League),Turkish Super League,2031-07-28,1.7,14,13,13,12,13,12,12,10,9,13,12,13,12,16,13,12,14,15,12,13,15,15,6,9,5,11,12,6,7,12,3,12,13,14,4,9,,7.15,10 (1),Not set,- - -,11,0,Türkiye,542.0,26.55852156057495,3.4414784394250515,4.0,492.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Jorge Eduardo Vahos,25,78,Perfectionist,4920,5.8,2037-12-31,19250.0,0.85,Argentina (Premier Division),Argentine Premier Division,2033-01-03,0.675,13,12,13,12,15,12,8,8,10,14,10,10,8,16,15,11,16,11,15,13,13,13,5,6,4,10,11,5,4,13,3,13,13,9,4,6,,-,-,Not set,- - -,0,0,Argentina,1091.0,22.9958932238193,2.004106776180698,4.0,490.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mark McKenzie,35,72,Balanced,4918,0.024749999999999998,2035-12-31,9500.0,0.625,U.S.A. (MLS),Major League Soccer,2033-12-06,4.9,9,13,13,13,13,12,7,11,8,13,11,7,12,12,5,8,11,8,6,7,12,8,5,3,5,9,12,4,8,13,5,12,10,8,5,7,,-,-,Not set,- - -,0,0,U.S.A.,360.0,33.91854893908282,1.08145106091718,3.0,478.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Yunus Emre Çift,31,73,Resolute,4917,5.5,2036-06-30,16250.0,,Türkiye (Super League),Turkish Super League,2032-01-29,1.1,17,12,15,11,15,13,10,15,7,13,12,12,13,15,12,13,14,9,13,12,14,12,5,7,5,10,12,4,3,14,11,13,9,11,8,6,,6.76,14,Not set,- - -,14,0,Türkiye,542.0,28.065023956194388,2.9349760438056127,4.0,492.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Juan Pablo Rodríguez,26,75,Resolute,4914,19.5,2036-06-30,24500.0,29.5,Netherlands (Eredivisie),Eredivisie,2032-02-02,29.0,15,15,11,10,15,13,9,18,7,13,9,14,13,15,12,13,16,14,14,13,9,14,5,9,3,8,14,7,4,14,4,16,12,11,2,3,Wnt,6.92,23,Not set,- - -,23,0,Netherlands,542.0,23.075975359342916,2.924024640657084,4.0,495.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Thomas Kristensen,32,78,Fairly Ambitious,4910,,2036-06-30,27500.0,0.21,England (Sky Bet Championship),Sky Bet Championship,2034-09-21,4.5,12,14,13,12,13,12,7,10,9,13,13,11,13,14,11,12,18,13,12,14,12,10,4,9,7,11,12,6,6,13,6,12,12,12,5,10,,7.00,25 (2),Not set,- - -,27,0,England,542.0,31.709787816563995,0.29021218343600275,4.0,480.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Amidou Doumbouya,27,72,Resolute,4908,42.5,2039-06-30,64000.0,23.5,Germany (Bundesliga),Bundesliga,2034-06-05,23.5,7,14,11,12,13,14,7,13,12,18,11,13,12,15,16,13,15,13,12,11,15,12,6,9,9,11,13,8,3,13,9,14,13,13,4,8,,6.89,17,Not set,- - -,17,0,Germany,1637.0,26.41409993155373,0.5859000684462696,4.0,497.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Soungountou Magassa,31,74,Spirited,4903,,2036-06-30,49500.0,22.5,Netherlands (Eredivisie),Eredivisie,2034-04-02,23.5,14,14,11,12,14,12,10,11,10,15,12,12,12,15,12,14,16,12,12,13,13,12,10,10,6,14,11,10,5,13,10,12,11,14,2,10,Inj,7.06,22,Not set,- - -,22,0,Netherlands,542.0,30.238877481177276,0.7611225188227242,4.0,495.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Enoch Mastoras,28,70,Fairly Determined,4896,28.5,2038-06-30,78000.0,25.5,Netherlands (Eredivisie),Eredivisie,2033-09-01,53.0,14,15,14,13,15,13,13,11,12,13,12,12,13,15,13,15,13,13,13,14,14,13,6,10,5,14,11,8,10,14,5,13,12,14,9,7,Wnt,7.01,26,Not set,- - -,26,0,Netherlands,1272.0,26.65571526351814,1.3442847364818618,4.0,495.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Boubakar Vincent,26,71,Fairly Professional,4894,36.0,2037-06-30,70000.0,18.25,Germany (Bundesliga),Bundesliga,2032-07-17,16.0,17,14,15,13,16,15,9,13,12,15,10,10,11,12,12,17,12,13,17,14,13,14,5,11,3,13,15,8,9,16,3,13,10,11,4,8,,6.85,15,Not set,- - -,15,0,Germany,907.0,23.530458590006845,2.4695414099931554,4.0,497.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Naves,32,71,Fairly Determined,4889,2.0999999999999996,2035-12-31,31500.0,11.25,Brazil (First Division),Brazilian National First Division,2032-12-31,29.0,7,13,10,12,15,16,6,12,11,15,9,9,9,15,11,12,12,9,11,12,10,13,9,5,6,12,12,8,7,13,6,12,11,11,10,9,Wnt,-,-,Not set,- - -,0,0,Brazil,360.0,29.987679671457904,2.0123203285420943,4.0,493.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Joubert,26,74,Light-Hearted,4888,14.75,2038-12-31,28000.0,4.9,Brazil (First Division),Brazilian National First Division,2034-05-22,5.5,16,15,13,9,15,16,7,15,8,14,11,10,9,15,15,10,16,16,11,15,10,13,3,7,3,8,12,6,12,16,1,12,10,7,5,8,Wnt,-,-,Not set,- - -,0,0,Brazil,1456.0,25.37577002053388,0.6242299794661191,3.0,493.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Marco Di Cesare,32,73,Resolute,4884,0.012,2035-12-31,41500.0,9.0,Brazil (First Division),Brazilian National First Division,2033-01-23,7.25,12,14,12,11,12,13,11,6,11,16,12,8,12,15,10,12,15,11,9,10,15,11,5,7,7,13,14,8,7,12,4,13,12,13,7,6,Lst,-,-,Listed,- - -,0,1,Brazil,360.0,30.050650239561943,1.949349760438056,4.0,493.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Kaíque Rocha,33,77,Fairly Professional,4868,2.0999999999999996,2036-12-31,29000.0,4.3,Brazil (First Division),Brazilian National First Division,2033-12-18,4.7,12,13,12,12,13,12,10,10,7,13,13,7,12,14,11,12,16,11,11,14,14,10,7,5,7,11,15,7,2,13,7,13,11,10,7,7,,-,-,Not set,- - -,0,0,Brazil,726.0,31.951403148528406,1.0485968514715949,4.0,493.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Abdoulaye Ndiaye,32,75,Balanced,4866,8.85,2035-06-30,40000.0,5.75,England (Sky Bet Championship),Sky Bet Championship,2034-06-25,17.5,13,13,14,15,15,13,6,12,12,12,12,12,13,14,11,14,15,12,15,15,14,11,10,9,10,13,14,4,7,13,8,13,12,14,7,8,,6.97,27,Not set,- - -,27,0,England,176.0,31.468856947296374,0.5311430527036276,3.0,480.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Viery,30,74,Fairly Determined,4853,10.45,2037-12-31,23000.0,4.6,Brazil (First Division),Brazilian National First Division,2034-12-04,3.8,11,14,12,14,14,14,10,13,12,14,12,12,12,15,15,12,14,13,14,13,13,14,4,9,9,11,13,10,6,14,7,13,11,13,5,9,,-,-,Not set,- - -,0,0,Brazil,1091.0,29.912388774811774,0.08761122518822724,4.0,493.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Christian Mutilva,31,75,Fairly Determined,4853,23.0,2037-06-30,18500.0,8.0,Spain (First Division),Spanish First Division,2033-08-08,6.25,5,14,10,12,14,14,13,11,9,13,12,14,12,15,10,13,14,11,14,13,14,11,2,6,5,12,12,12,1,14,3,12,12,15,3,6,,6.83,19,Not set,- - -,19,0,Spain,907.0,29.590006844626966,1.4099931553730323,4.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Paolo Gozzi,33,72,Resolute,4851,0.275,2035-06-30,7750.0,1.5,Türkiye (Super League),Turkish Super League,2033-07-01,3.6,13,15,11,11,13,12,8,13,5,13,12,10,13,15,10,12,13,13,11,13,17,12,3,7,4,11,12,6,4,13,4,14,10,13,3,9,,6.90,25,Not set,- - -,25,0,Türkiye,176.0,31.48596851471595,1.514031485284052,4.0,492.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
João Fonseca,28,72,Resolute,4837,8.0,2038-06-30,38500.0,2.9,Spain (First Division),Spanish First Division,2034-01-22,9.25,13,12,13,12,14,12,11,13,10,13,12,12,13,16,16,14,15,14,14,14,15,15,5,10,6,12,14,5,7,12,5,12,12,11,4,8,,6.66,15,Not set,- - -,15,0,Spain,1272.0,27.04722792607803,0.9527720739219713,4.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Urko González de Zárate,33,74,Balanced,4831,0.6599999999999999,2036-06-30,8000.0,,Spain (Second Division),Spanish Second Division,2034-07-01,3.4,12,11,11,9,14,13,6,5,11,16,10,10,12,13,8,10,16,10,7,7,13,9,6,5,7,14,12,10,6,12,6,15,10,13,4,8,,6.93,7 (8),Not set,- - -,15,0,Spain,542.0,32.48528405201917,0.5147159479808351,3.0,447.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Matteo Lovato,34,74,Light-Hearted,4831,0.012,2035-06-30,11500.0,4.3,Italy (Serie B),Italian Serie B,2032-05-12,21.0,14,12,12,12,12,11,6,11,6,13,13,9,13,13,10,12,13,11,10,11,14,8,3,8,4,11,12,4,9,12,3,14,12,11,5,6,Ret,7.33,7 (4),Listed,- - -,11,1,Italy,176.0,31.349760438056126,2.650239561943874,3.0,462.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Kevin Ehlers,33,74,Resolute,4826,0.05,2036-06-30,2600.0,,Italy (Serie B),Italian Serie B,2034-07-27,19.75,13,12,15,15,13,12,6,12,7,13,13,14,14,15,9,13,15,10,10,12,12,9,4,9,5,10,12,5,8,13,5,12,11,12,6,8,Wnt,7.10,1 (1),Not set,- - -,2,0,Italy,542.0,32.5564681724846,0.44353182751540043,4.0,462.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Davis Bautista,29,73,Balanced,4825,1.364,2036-06-30,13250.0,,Germany (3. Liga),3. Liga,2032-06-03,0.675,13,12,13,12,14,11,10,11,7,12,11,12,11,14,13,12,12,14,12,13,13,12,3,7,4,11,12,4,4,12,3,12,9,12,3,5,,6.83,20,Not set,- - -,20,0,Germany,542.0,26.409993155373034,2.5900068446269677,3.0,408.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
David Ricardo,32,74,Fairly Determined,4799,1.765,2036-12-31,12500.0,,Argentina (Premier Division),Argentine Premier Division,2034-06-29,4.4,10,13,11,12,13,12,8,14,10,15,11,10,12,15,13,10,15,12,14,11,14,13,7,9,4,11,12,4,9,12,4,13,11,12,8,9,,-,-,Not set,- - -,0,0,Argentina,726.0,31.479808350444902,0.5201916495550992,4.0,490.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Gerónimo Spina,29,74,Balanced,4793,2.075,2038-06-30,14500.0,1.7,Spain (Second Division),Spanish Second Division,2034-12-29,1.7,5,15,10,10,16,15,8,13,11,16,8,6,10,13,14,11,14,11,11,13,13,10,1,3,6,7,12,5,3,12,1,14,7,8,1,3,,7.00,14,Not set,- - -,14,0,Spain,1272.0,28.980835044490075,0.019164955509924708,3.0,447.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Leo Greiml,33,74,Resolute,4788,,2036-06-30,13000.0,3.9,Austria (Premier Division),Austrian Premier Division,2034-04-07,4.5,16,14,16,12,13,12,8,12,8,13,12,11,15,16,10,11,15,10,9,10,11,10,2,8,5,10,14,5,8,14,3,14,11,12,6,6,,7.08,22,Not set,- - -,22,0,Austria,542.0,32.252566735112936,0.7474332648870636,4.0,488.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Tomás Méndez,26,70,Resolute,4778,17.75,2038-06-30,44000.0,8.0,Netherlands (Eredivisie),Eredivisie,2034-01-16,10.5,11,17,11,9,16,18,9,9,11,16,10,11,11,16,15,13,7,14,15,13,14,13,3,9,5,9,13,5,8,14,1,14,11,12,7,8,Inj,6.86,11 (4),Not set,- - -,15,0,Netherlands,1272.0,25.030800821355236,0.9691991786447639,4.0,495.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Cas Odenthal,34,75,Balanced,4774,0.022,2035-12-31,12250.0,,Norway (Premier Division),Norwegian Premier Division,2033-07-21,1.5,14,12,11,12,13,12,7,12,11,14,13,11,13,12,10,10,14,9,10,9,14,10,8,8,9,12,14,9,9,13,7,14,11,12,4,11,Ret,-,-,Not set,- - -,0,0,Norway,360.0,32.54072553045859,1.45927446954141,3.0,487.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Colin Kleine-Bekel,31,75,Spirited,4764,1.97,2036-06-30,50000.0,18.0,Germany (Bundesliga),Bundesliga,2033-12-08,19.0,15,13,13,14,15,13,8,11,11,13,15,14,13,15,10,15,16,12,12,13,14,12,1,8,6,13,13,7,7,14,3,12,11,13,8,6,,-,-,Not set,- - -,0,0,Germany,542.0,29.924024640657084,1.0759753593429158,4.0,497.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Juan Pablo Pignani,33,73,Determined,4761,0.9349999999999999,2035-12-31,12000.0,,Argentina (Premier Division),Argentine Premier Division,2033-01-10,3.8,15,14,12,13,14,13,8,13,11,14,11,8,12,18,11,11,15,10,11,12,14,11,3,9,7,11,13,4,7,13,6,13,11,11,4,5,,-,-,Not set,- - -,0,0,Argentina,360.0,31.015058179329227,1.9849418206707734,4.0,490.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Iván de la Fuente,21,78,Resolute,4747,18.75,2038-06-30,12250.0,5.75,Italy (Serie A),Italian Serie A,2033-01-21,5.75,11,16,15,13,15,15,6,5,10,14,10,12,10,15,13,11,17,13,13,12,16,14,6,9,7,11,14,4,7,13,4,14,9,10,4,5,nEU,6.72,16 (1),Not set,- - -,17,0,Italy,1272.0,19.04517453798768,1.9548254620123204,4.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Marvel,31,72,Balanced,4737,0.104,2035-06-30,2000.0,0.215,Spain (Second Division),Spanish Second Division,2033-01-27,1.1,5,12,13,12,11,12,12,6,10,14,9,9,13,12,12,14,12,14,14,14,16,13,3,6,7,10,12,5,4,13,4,12,6,10,3,7,,6.81,15,Not set,- - -,15,0,Spain,176.0,29.06160164271047,1.9383983572895278,3.0,447.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Yuki Maeda,23,70,Mercenary,4733,17.25,2038-06-30,74000.0,5.0,Saudi Arabia (Saudi Pro League),Saudi Professional League,2034-07-12,8.0,11,15,16,14,13,13,10,13,10,15,9,13,11,13,13,18,8,14,16,14,14,15,7,8,7,12,11,9,8,14,2,17,14,13,7,7,Int,7.61,26,Not set,- - -,26,0,Saudi Arabia,1272.0,22.515400410677618,0.48459958932238195,2.0,476.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Yannik Lührs,31,75,Fairly Professional,4720,1.155,2036-06-30,14250.0,2.4,Netherlands (Eredivisie),Eredivisie,2034-07-07,9.0,16,12,14,13,13,12,10,13,9,12,11,11,12,13,12,14,15,14,12,14,14,12,2,9,6,12,14,5,6,13,2,12,11,12,5,6,,6.92,5 (7),Not set,- - -,12,0,Netherlands,542.0,30.50171115674196,0.49828884325804246,4.0,495.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Duarte Nogueira,27,71,Fairly Determined,4712,28.0,2037-06-30,95000.0,30.0,Spain (First Division),Spanish First Division,2033-07-15,66.0,13,14,13,15,17,13,11,15,11,16,12,14,12,15,16,16,13,14,15,15,13,15,7,11,8,13,14,9,8,16,6,12,13,13,9,7,Wnt,6.92,5 (6),Not set,- - -,11,0,Spain,907.0,25.524298425735797,1.4757015742642026,4.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Josh Feeney,29,74,Fairly Determined,4709,87.0,2037-06-30,145000.0,19.25,Italy (Serie A),Italian Serie A,2033-12-04,19.25,9,15,11,16,15,17,8,11,11,17,8,10,10,15,12,15,15,14,12,14,16,15,4,6,7,10,14,8,4,16,1,14,10,13,6,7,nEU,6.89,18,Not set,- - -,18,0,Italy,907.0,27.913073237508556,1.0869267624914443,4.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mamadouba Diallo,26,72,Fairly Determined,4705,1.265,2035-06-30,10000.0,1.2,England (Sky Bet Championship),Sky Bet Championship,2033-07-26,1.1,11,10,16,9,16,14,9,12,8,13,12,9,15,17,13,12,14,13,16,14,12,14,3,8,1,10,7,9,2,13,1,12,9,8,5,8,ESC,6.70,10 (11),Not set,- - -,21,0,England,176.0,24.55441478439425,1.4455852156057496,4.0,480.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jenson Seelt,31,76,Fairly Professional,4699,6.199999999999999,2037-06-30,19250.0,5.5,Netherlands (Eredivisie),Eredivisie,2035-01-02,9.0,9,13,12,14,13,12,6,11,9,12,12,11,14,11,12,13,17,14,13,12,13,13,6,10,7,13,15,10,2,12,4,12,9,14,6,8,,6.80,13 (6),Not set,- - -,19,0,Netherlands,907.0,30.991786447638603,0.008213552361396304,4.0,495.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Henrik Heggheim,33,74,Fairly Ambitious,4697,,2036-06-30,94000.0,7.25,Saudi Arabia (Saudi Pro League),Saudi Professional League,2034-01-08,17.0,13,15,12,14,14,12,9,14,6,13,12,10,14,13,10,13,14,11,9,11,15,12,3,9,5,13,11,4,8,14,4,13,13,13,3,6,Inj,6.88,15,Not set,- - -,15,0,Saudi Arabia,542.0,32.00889801505818,0.9911019849418207,4.0,476.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Edgaras Utkus,34,75,Balanced,4686,0.033,2035-06-30,9250.0,0.325,Austria (Premier Division),Austrian Premier Division,2033-07-07,2.7,12,13,10,12,13,12,14,14,12,12,12,11,14,13,7,8,13,6,6,8,14,5,10,9,9,14,11,11,7,12,10,12,13,14,12,10,,6.53,13 (1),Not set,- - -,14,0,Austria,176.0,32.502395619438744,1.4976043805612593,3.0,488.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jhoao Lamus,26,75,Fairly Professional,4684,1.265,2036-06-30,13750.0,1.1,Colombia (First Division),Colombian First Division,2034-07-07,1.1,13,14,15,10,14,13,5,16,8,14,8,9,12,12,12,15,15,12,14,13,13,11,5,3,3,7,15,3,2,12,8,12,10,7,4,2,,6.90,47,Not set,- - -,47,0,Colombia,542.0,25.50171115674196,0.49828884325804246,4.0,469.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Thomas Claus,26,74,Resolute,4683,7.1,2036-06-30,32500.0,3.1,Germany (Bundesliga),Bundesliga,2031-07-08,3.5,7,14,14,13,15,13,9,15,11,14,12,10,15,15,14,13,16,13,15,14,17,13,4,6,6,10,10,5,5,13,6,13,9,9,6,7,,6.91,16,Not set,- - -,16,0,Germany,542.0,22.503764544832308,3.4962354551676933,4.0,497.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bastien Meupiyou,28,75,Fairly Determined,4678,48.5,2038-06-30,53000.0,14.5,England (Premier Division),English Premier Division,2034-02-06,13.0,13,14,13,12,15,14,11,11,11,15,12,11,12,15,15,15,16,13,14,14,13,13,6,12,6,12,14,12,5,14,6,12,12,11,8,8,,6.73,22 (1),Not set,- - -,23,0,England,1272.0,27.08829568788501,0.9117043121149897,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Nathanael Boot,29,74,Fairly Determined,4677,1.4,2035-06-30,10750.0,2.5,France (Ligue 2 BKT),Ligue 2 BKT,2033-02-01,2.1,11,10,10,10,11,12,7,9,8,16,9,13,11,15,13,12,15,14,12,13,9,13,4,7,6,12,12,4,2,12,5,12,12,12,8,5,Wnt,6.94,16,Listed,- - -,16,1,France,176.0,27.075290896646134,1.9247091033538672,4.0,450.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
