Name,Age,Height,Personality,WR,Transfer Value,Expires,Wage,Last Trans. Fee,Based,Division,Begins,Transfer Fees Received,Agg,Ant,Bra,Cmp,Cnt,Dec,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Det,Agi,Bal,Jum,Pac,Sta,Str,Nat,Acc,Cor,Dri,Fin,Fir,Hea,Lon,L Th,Mar,Fre,Tck,Tec,Pas,Pen,Cro,Inf,Av Rat,Apps,Transfer Status,Rec,Total Apps,Transfer_Status_bool,Country,Days Until Expiry,Age_at_Signing,Years_at_Club,Personality_Tier,Division_Rank,Country_Algeria,Country_Angola,Country_Argentina,Country_Australia,Country_Austria,Country_Belgium,Country_Bosnia & Herzegovina,Country_Brazil,Country_Cape Verde,Country_Chile,Country_China,Country_Colombia,Country_Costa Rica,Country_Croatia,Country_Cyprus,Country_Czechia,Country_DR Congo,Country_Denmark,Country_Ecuador,Country_England,Country_Eq. Guinea,Country_Finland,Country_France,Country_Germany,Country_Ghana,Country_Greece,Country_Honduras,Country_Hungary,Country_Iran,Country_Ireland,Country_Israel,Country_Italy,Country_Ivory Coast,Country_Japan,Country_Mali,Country_Mexico,Country_Morocco,Country_N.Ireland,Country_Netherlands,Country_Nigeria,Country_Norway,Country_Paraguay,Country_Poland,Country_Portugal,Country_Qatar,Country_Romania,Country_Russia,Country_Saudi Arabia,Country_Scotland,Country_Senegal,Country_Serbia,Country_Slovenia,Country_South Africa,Country_Spain,Country_Sweden,Country_Switzerland,Country_Thailand,Country_Tunisia,Country_Türkiye,Country_U.A.E.,Country_U.S.A.,Country_Ukraine,Country_Uruguay,Country_Venezuela,Country_nan
Sebastián Anichini,22,77,Fairly Determined,3159,3.3375,2037-12-31,4200.0,3.1,Argentina (Premier Division),Argentine Premier Division,2033-07-05,2.6,9,9,14,9,13,13,7,14,7,14,9,7,10,15,13,16,15,13,14,12,14,13,9,6,4,7,12,4,5,13,11,12,8,6,4,10,,-,-,Not set,- - -,0,0,Argentina,1091.0,20.496919917864478,1.5030800821355237,4.0,490.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Octavio Ontivero,28,72,Resolute,4452,3.2375,2035-12-31,13250.0,1.0,Argentina (Premier Division),Argentine Premier Division,2032-02-02,1.0,11,12,10,13,14,14,10,11,10,13,11,10,12,15,13,16,12,15,12,8,14,12,6,12,4,16,10,9,7,11,2,15,11,12,2,12,,-,-,Not set,- - -,0,0,Argentina,360.0,25.075975359342916,2.924024640657084,4.0,490.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Marlon Júnior,29,71,Fairly Determined,3498,3.2375,2038-06-30,17500.0,2.0,Germany (Bundesliga 2),Bundesliga 2,2034-09-06,2.6,8,14,12,14,13,14,9,13,9,15,12,13,12,15,13,11,12,14,13,13,15,12,6,9,5,12,12,5,5,13,6,12,13,12,4,6,,6.95,14,Not set,- - -,14,0,Germany,1272.0,28.668720054757017,0.33127994524298426,4.0,464.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Recep Taşbakır,31,70,Fairly Determined,3270,3.2375,2036-06-30,1300.0,,Türkiye (2. League White Group),Turkish 2. League White Group,2032-07-05,2.6,6,13,9,14,9,11,13,12,13,8,12,14,10,15,12,10,7,10,9,9,11,11,10,10,9,13,8,12,3,5,9,5,12,13,7,7,Ask,7.37,19,Not set,- - -,19,0,Türkiye,542.0,28.49760438056126,2.5023956194387407,4.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Rômulo Cardoso,32,76,Balanced,5701,3.1374999999999997,2035-12-31,20000.0,3.5,Brazil (First Division),Brazilian National First Division,2031-01-21,3.0,9,12,9,12,11,12,13,12,12,10,11,13,10,13,11,11,15,12,10,10,14,12,5,10,13,13,8,10,3,4,6,4,14,12,12,10,Wnt,-,-,Not set,- - -,0,0,Brazil,360.0,28.043805612594113,3.9561943874058865,3.0,493.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jake Campbell,26,69,Fairly Ambitious,3057,2.8375,2036-06-30,16500.0,4.3,England (Sky Bet Championship),Sky Bet Championship,2034-08-16,5.75,7,11,12,12,11,11,17,9,13,5,8,10,11,14,13,15,7,13,11,10,14,16,5,13,15,12,8,10,2,7,8,2,14,13,7,10,,-,0 (1),Not set,- - -,1,0,England,542.0,25.61122518822724,0.3887748117727584,4.0,480.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bruno Souto,29,74,Fairly Determined,4942,2.8375,2036-12-31,6000.0,,Argentina (Premier Division),Argentine Premier Division,2032-05-28,0.525,5,8,4,10,7,14,12,13,12,7,8,12,10,15,16,11,11,15,13,9,16,14,8,12,12,13,5,8,6,5,4,6,11,10,6,14,,-,-,Not set,- - -,0,0,Argentina,726.0,26.39356605065024,2.6064339493497606,4.0,490.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Yanis Catteau,25,69,Resolute,3237,2.8375,2037-06-30,22500.0,3.0,Germany (Bundesliga),Bundesliga,2033-07-09,2.6,13,12,18,9,13,12,9,14,10,10,9,13,13,15,14,11,6,13,17,15,16,15,6,9,5,12,11,9,3,10,10,12,15,12,5,7,,6.61,2 (12),Not set,- - -,14,0,Germany,907.0,23.507871321013006,1.4921286789869952,4.0,497.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dieter Schöttelndreier,22,73,Fairly Professional,2521,1.7875,2038-06-30,9000.0,2.7,Belgium (Challenger Pro League),Belgian Challenger Pro League,2034-09-06,0.525,10,13,11,12,5,13,15,12,13,4,10,7,10,11,13,15,12,14,13,10,10,14,9,13,13,12,11,8,2,5,6,5,15,9,2,6,Loa,6.67,10,Not set,- - -,10,0,Belgium,1272.0,21.668720054757017,0.33127994524298426,4.0,413.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Christ Makosso,30,76,Fairly Determined,4579,1.7875,2037-06-30,4100.0,1.9,Netherlands (Keuken Kampioen Divisie),Keuken Kampioen Divisie,2034-07-20,3.9,13,13,14,12,13,11,8,8,7,13,12,11,12,15,13,13,17,11,12,12,15,13,3,6,5,10,13,5,6,12,4,12,10,11,5,6,,6.84,11,Not set,- - -,11,0,Netherlands,907.0,29.537303216974674,0.46269678302532513,4.0,438.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Francisco Maurino,30,68,Fairly Determined,4305,1.7875,2037-12-31,3900.0,,Argentina (Premier Division),Argentine Premier Division,2035-01-01,0.725,14,11,16,9,13,12,9,12,12,12,9,13,14,16,13,10,4,13,15,13,13,11,9,8,7,12,9,11,6,12,9,12,12,11,1,9,,-,-,Not set,- - -,0,0,Argentina,1091.0,29.98904859685147,0.010951403148528405,4.0,490.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Giannis Vamvakousis,26,73,Balanced,4355,1.7875,2037-06-30,6000.0,0.625,Qatar (Stars League),Qatar Stars League,2034-07-08,0.625,7,12,9,9,10,13,2,6,2,13,10,9,10,14,15,14,13,9,10,11,13,9,5,2,2,6,1,3,1,3,3,2,8,8,2,3,Int,7.12,10,Not set,- - -,10,0,Qatar,907.0,25.50444900752909,0.49555099247091033,3.0,472.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Wilfried Celerier,26,66,Fairly Ambitious,3641,1.7875,2036-06-30,6500.0,,Italy (Serie B),Italian Serie B,2032-07-26,0.775,6,12,15,9,6,10,16,7,11,4,9,11,10,12,18,14,4,15,13,10,14,15,7,14,5,13,4,10,1,3,4,1,15,10,1,14,Wnt,6.91,19,Not set,- - -,19,0,Italy,542.0,23.555099247091032,2.4449007529089664,4.0,462.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Facundo González,28,70,Fairly Professional,3001,0.8875,2036-12-31,375.0,0.275,Argentina (Metropolitan Zone B),Argentine Metropolitan B Zone,2034-08-09,1.3,8,13,11,11,15,13,8,7,7,14,11,13,11,14,12,14,5,13,11,14,16,13,4,6,4,11,14,9,7,13,1,13,13,15,5,4,,-,-,Not set,- - -,0,0,Argentina,726.0,27.592060232717316,0.4079397672826831,4.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Didier Murillo,28,75,Determined,3654,0.8875,2035-12-31,4700.0,0.625,Colombia (First Division),Colombian First Division,2034-06-05,0.8,15,14,9,10,13,13,7,13,6,15,7,7,9,18,13,12,15,14,12,13,13,11,1,1,4,8,14,4,4,15,1,13,5,7,1,4,,6.61,7 (13),Not set,- - -,20,0,Colombia,360.0,27.41409993155373,0.5859000684462696,4.0,469.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
David Strelec,33,73,Balanced,6549,0.8875,2035-06-30,41500.0,,Russia (Premier League),Russian Premier League,2033-12-04,2.1,11,12,12,13,12,12,16,8,15,8,12,14,12,13,11,10,12,12,9,11,15,12,11,10,13,12,12,7,5,6,12,5,15,12,6,10,,7.07,22,Not set,- - -,22,0,Russia,176.0,31.913073237508556,1.0869267624914443,3.0,454.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Daniel,30,74,Fairly Determined,3191,0.8875,2037-06-30,3300.0,0.125,Portugal (Second League),Portuguese Second League,2034-01-05,1.1,7,11,11,14,10,12,10,13,14,12,9,12,12,16,12,13,15,12,12,12,14,13,9,11,13,12,13,11,5,6,8,4,12,11,7,7,,6.94,3 (13),Not set,- - -,16,0,Portugal,907.0,29.000684462696782,0.999315537303217,4.0,430.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Reda Ergouai,31,73,Fairly Professional,4170,0.8875,2036-06-30,2100.0,,Morocco (Botola 1),Botola Pro 1,2034-07-04,0.825,13,11,12,10,14,12,9,14,7,12,12,11,11,12,10,10,12,11,12,12,14,10,3,8,4,9,12,7,4,12,3,11,9,9,2,5,,7.13,23 (2),Not set,- - -,25,0,Morocco,542.0,30.49349760438056,0.5065023956194388,4.0,440.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Almugera Kabar,28,73,Fairly Determined,4214,0.8875,2037-06-30,9500.0,0.225,Germany (Bundesliga 2),Bundesliga 2,2034-08-01,1.8,14,11,11,8,11,11,13,11,11,11,10,11,12,15,13,13,13,14,13,13,13,15,5,11,6,9,10,10,15,11,7,12,10,8,11,12,,6.82,15,Not set,- - -,15,0,Germany,907.0,27.57015742642026,0.42984257357973993,4.0,464.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pieter Rouvrois,24,75,Resilient,3119,0.8875,2037-06-30,2900.0,0.8,Belgium (Jupiler Pro League),Jupiler Pro League,2034-09-14,0.675,7,12,10,13,9,12,15,7,12,8,12,13,11,15,13,12,15,12,12,11,15,11,7,12,9,12,7,8,3,9,5,6,14,12,9,8,,6.79,9 (4),Not set,- - -,13,0,Belgium,907.0,23.690622861054074,0.30937713894592744,4.0,491.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ben Denker,26,68,Resolute,2954,0.475,2037-06-30,13000.0,2.5,Germany (Bundesliga 2),Bundesliga 2,2033-06-30,5.0,14,9,10,12,5,10,10,4,11,6,14,10,15,15,19,12,8,15,14,10,15,16,7,14,6,9,5,5,4,3,5,8,8,8,4,15,Wnt,-,-,By request,- - -,0,1,Germany,907.0,24.483230663928815,1.516769336071184,4.0,464.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Brandon Williams,34,72,Fairly Determined,6806,0.475,2035-06-30,61000.0,5.5,England (Premier Division),English Premier Division,2033-09-01,4.4,17,14,17,13,14,12,8,10,12,13,13,7,15,16,12,13,11,12,12,10,16,13,4,10,10,14,10,6,7,12,1,15,12,13,5,11,Wnt,6.74,4 (2),Listed,- - -,6,1,England,176.0,32.65571526351814,1.3442847364818618,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Elielson Caproni,25,75,Fairly Determined,3617,3.4250000000000003,2036-12-31,32000.0,15.5,France (Ligue 1 Uber Eats),Ligue 1 Uber Eats,2033-03-03,13.25,8,12,11,9,15,13,8,12,10,12,16,8,13,15,13,13,18,14,13,13,17,14,2,5,4,9,11,6,2,14,5,12,7,10,4,4,,6.66,14,Not set,- - -,14,0,France,726.0,23.157426420260094,1.842573579739904,4.0,496.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lothar Abwandner,26,72,Fairly Professional,3501,3.325,2036-06-30,6750.0,0.3,France (Ligue 2 BKT),Ligue 2 BKT,2033-08-23,0.925,15,10,7,10,5,9,15,2,13,5,9,7,14,14,17,13,14,16,12,11,14,17,5,11,9,12,5,6,5,5,4,3,13,8,3,11,Wnt,6.93,19,Not set,- - -,19,0,France,542.0,24.63107460643395,1.3689253935660506,4.0,450.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Francisco Marco,31,75,Balanced,4244,3.325,2035-12-31,15750.0,0.75,Argentina (Premier Division),Argentine Premier Division,2031-07-02,0.875,15,13,11,11,13,11,12,9,10,12,10,12,11,12,12,11,17,12,11,11,14,11,6,10,4,13,14,9,11,13,9,12,13,13,3,7,,-,-,Not set,- - -,0,0,Argentina,360.0,27.487337440109513,3.512662559890486,3.0,490.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Julián Ceballos,24,69,Perfectionist,3563,3.225,2037-06-30,8000.0,1.0,Germany (Bundesliga),Bundesliga,2032-07-14,0.625,11,11,12,11,12,14,10,4,11,9,11,16,8,16,14,14,7,13,14,13,18,14,5,8,5,16,6,12,1,11,9,12,15,16,6,6,,6.82,17,Not set,- - -,17,0,Germany,907.0,21.522245037645447,2.4777549623545516,4.0,497.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Josepablo Suazo,22,76,Fairly Determined,5612,3.125,2037-06-30,13250.0,2.2,Portugal (Premier League),Portuguese Premier League,2032-01-18,1.7,9,11,20,11,13,12,4,7,8,13,11,9,16,17,13,12,15,12,13,13,14,14,7,6,7,13,13,7,5,13,10,15,11,9,7,8,Wnt,6.80,1 (3),Not set,- - -,4,0,Portugal,907.0,19.034907597535934,2.965092402464066,4.0,494.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Alfonso Peña,27,72,Professional,3577,3.025,2038-06-30,15250.0,1.2,Spain (First Division),Spanish First Division,2034-08-08,1.1,13,15,13,12,14,13,9,11,8,15,10,7,11,13,15,11,14,15,13,14,12,11,1,6,1,6,10,2,3,13,1,12,8,7,3,5,,6.75,17,Not set,- - -,17,0,Spain,1272.0,26.589322381930184,0.4106776180698152,4.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Jermain van Kessel,26,76,Fairly Determined,3228,3.025,2037-06-30,8250.0,,Netherlands (Eredivisie),Eredivisie,2034-07-01,3.2,16,14,13,10,14,13,9,11,6,13,10,9,9,16,10,12,16,12,12,13,13,11,4,6,7,10,11,7,7,13,4,13,13,8,5,6,,6.79,14,Not set,- - -,14,0,Netherlands,907.0,25.485284052019164,0.5147159479808351,4.0,495.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Per Andreas Selliken,25,65,Driven,3486,2.9250000000000003,2037-06-30,25500.0,2.4,France (Ligue 1 Uber Eats),Ligue 1 Uber Eats,2033-01-31,2.1,10,14,8,15,10,14,13,11,12,11,14,17,16,19,12,16,4,13,13,10,16,11,7,12,8,13,9,7,5,9,6,7,17,14,6,8,,6.65,3 (6),Not set,- - -,9,0,France,907.0,23.072553045859,1.9274469541409993,4.0,496.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Nico Schlotterbeck,35,75,Driven,8790,2.9250000000000003,2035-06-30,165000.0,3.6,England (Premier Division),English Premier Division,2034-09-01,24.0,16,15,17,16,14,13,13,13,10,15,15,14,17,18,10,14,16,13,8,12,15,11,3,11,8,13,14,12,13,15,5,16,14,16,9,11,Ret,6.78,2 (7),Not set,- - -,9,0,England,176.0,34.65503080082136,0.34496919917864477,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Santiago Simón,32,70,Fairly Professional,7453,2.825,2036-12-31,97000.0,16.5,Brazil (First Division),Brazilian National First Division,2034-10-07,13.25,14,14,9,11,13,13,14,8,13,14,13,12,13,14,14,12,8,13,14,11,14,14,9,11,6,13,6,11,5,8,9,10,15,14,10,13,,-,-,Not set,- - -,0,0,Brazil,726.0,31.753593429158112,0.2464065708418891,4.0,493.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ahmet Uzğur,25,75,Professional,3624,2.825,2037-06-30,10750.0,0.875,England (Sky Bet Championship),Sky Bet Championship,2034-09-01,0.95,11,12,12,12,13,13,9,12,7,12,8,8,9,16,12,12,15,14,13,12,12,11,3,6,1,9,13,3,5,12,2,14,12,8,3,3,,6.90,1,Not set,- - -,1,0,England,907.0,24.655030800821354,0.34496919917864477,4.0,480.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Edoardo Corvi,33,72,Resolute,4018,2.725,2036-06-30,21500.0,2.5,Italy (Serie B),Italian Serie B,2034-12-26,2.2,12,14,13,11,10,12,12,9,9,14,11,16,11,16,11,9,14,11,9,9,11,9,3,2,2,12,6,3,3,1,1,3,12,12,3,2,,7.31,20,Not set,- - -,20,0,Italy,542.0,32.97262149212868,0.02737850787132101,4.0,462.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Nicolás Claa,30,73,Fairly Determined,3327,1.7750000000000001,2038-12-31,16500.0,1.6,Brazil (First Division),Brazilian National First Division,2034-12-31,2.6,9,12,7,12,11,11,1,13,2,13,10,12,8,15,9,12,13,10,6,7,15,11,5,3,3,9,1,1,3,1,3,1,6,11,1,2,,-,-,Not set,- - -,0,0,Brazil,1456.0,29.98631074606434,0.013689253935660506,4.0,493.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Phillipe Gabriel,28,77,Resolute,3306,1.7750000000000001,2037-12-31,15000.0,0.35,Brazil (First Division),Brazilian National First Division,2034-09-01,0.675,5,13,12,12,12,13,8,11,10,12,10,12,10,15,13,13,17,12,14,14,13,12,3,7,2,8,8,2,1,1,3,3,7,10,2,3,,-,-,Not set,- - -,0,0,Brazil,1091.0,27.655030800821354,0.34496919917864477,4.0,493.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Edgar Gutiérrez,26,74,Fairly Determined,4156,1.7750000000000001,2036-06-30,20500.0,0.775,Germany (Bundesliga 2),Bundesliga 2,2032-07-13,1.2,9,12,10,14,7,9,14,12,12,6,7,8,7,15,13,15,13,14,14,12,13,14,5,10,16,10,11,4,1,2,6,1,14,5,12,6,Wnt,6.85,16,Not set,- - -,16,0,Germany,542.0,23.519507186858316,2.4804928131416837,4.0,464.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Josh Doig,32,74,Resolute,5693,1.7750000000000001,2036-06-30,59000.0,2.4,Italy (Serie A),Italian Serie A,2034-06-16,12.0,12,13,13,12,8,11,12,6,13,12,14,12,13,15,15,13,16,16,12,13,14,15,7,9,9,11,11,10,9,10,3,12,12,12,5,13,nEU,7.10,1 (2),Not set,- - -,3,0,Italy,542.0,31.444216290212182,0.5557837097878165,4.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Nehuén Sempere,26,70,Spirited,3468,1.7750000000000001,2035-12-31,12500.0,3.4,Argentina (Premier Division),Argentine Premier Division,2032-01-16,2.8,11,12,8,15,9,13,14,3,13,6,8,11,11,15,14,12,4,13,14,11,13,15,10,13,15,12,9,9,5,5,10,7,13,13,9,12,,-,-,Not set,- - -,0,0,Argentina,360.0,23.02943189596167,2.97056810403833,4.0,490.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
