Name,Age,Height,Personality,WR,Transfer Value,Expires,Wage,Last Trans. Fee,Based,Division,Begins,Transfer Fees Received,Cmd,Pun,TRO,Han,Thr,Ecc,Ref,Kic,1v1,Com,Aer,Agg,Ant,Bra,Cmp,Cnt,Dec,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Det,Agi,Bal,Jum,Pac,Sta,Str,Nat,Acc,Dri,Fir,Hea,Mar,Tck,Tec,Pas,Av Rat,Apps,Transfer Status,Inf,xGP/90,xGP,Rec,Total Apps,Transfer_Status_bool,Country,Days Until Expiry,Age_at_Signing,Years_at_Club,Personality_Tier,Division_Rank,Country_Argentina,Country_Australia,Country_Austria,Country_Belgium,Country_Brazil,Country_China,Country_Denmark,Country_England,Country_France,Country_Germany,Country_Greece,Country_Hungary,Country_Italy,Country_Japan,Country_Mexico,Country_Netherlands,Country_Norway,Country_Portugal,Country_Qatar,Country_Saudi Arabia,Country_Scotland,Country_Serbia,Country_Spain,Country_Sweden,Country_Türkiye,Country_U.A.E.,Country_U.S.A.,Country_nan
Sebastián Meza,34,71,Fairly Professional,5239,0.88,2035-06-30,26500.0,4.3,Spain (First Division),Spanish First Division,2033-01-06,3.5,12,10,6,12,13,7,14,13,17,12,11,12,13,16,11,11,12,8,11,3,13,9,11,12,11,12,12,12,10,9,11,13,11,2,8,7,1,1,12,13,6.62,17,Not set,Wnt,0.03,0.53,- - -,17,0,Spain,176.0,32.0041067761807,1.995893223819302,4.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Max Weiß,30,75,Light-Hearted,4518,0.825,2036-06-30,12250.0,1.2,Germany (Bundesliga 2),Bundesliga 2,2032-07-12,0.95,13,10,14,12,14,8,13,12,15,14,16,8,13,13,12,13,11,5,11,2,14,10,15,10,13,13,14,17,8,11,13,15,8,1,8,6,2,1,8,11,6.53,20,Not set,Wnt,-0.25,-5.10,- - -,20,0,Germany,542.0,27.516769336071185,2.4832306639288158,3.0,464.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ersin Destanoğlu,34,77,Fairly Professional,4834,0.825,2035-06-30,11250.0,7.5,Türkiye (Super League),Turkish Super League,2033-01-02,6.0,13,10,17,10,6,18,13,14,13,11,15,10,14,16,11,10,12,2,9,2,12,13,10,10,9,11,12,15,7,6,11,15,9,3,9,2,1,2,8,10,7.09,4 (4),Not set,,0.52,3.17,- - -,8,0,Türkiye,176.0,31.99315537303217,2.00684462696783,4.0,492.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Alex Paulsen,32,72,Resolute,5772,0.825,2036-06-30,16500.0,2.2,England (Sky Bet Championship),Sky Bet Championship,2034-07-18,3.2,13,11,8,12,13,15,15,15,14,13,14,9,14,12,14,13,10,11,10,3,12,9,11,10,15,14,12,14,8,11,10,12,10,7,10,5,1,2,10,11,7.05,2,Not set,ESC,-0.12,-0.25,- - -,2,0,England,542.0,31.531827515400412,0.4681724845995893,4.0,480.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Simone Ghidotti,34,76,Balanced,4395,0.825,2035-12-31,7500.0,3.3,U.S.A. (MLS),Major League Soccer,2034-12-04,2.6,12,10,11,12,12,10,14,13,15,12,14,11,13,12,13,12,12,8,12,9,14,11,15,10,13,8,10,14,6,10,6,12,6,3,8,5,2,2,6,10,-,-,Not set,,-,-,- - -,0,0,U.S.A.,360.0,33.912388774811774,0.08761122518822724,3.0,478.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Gino Santilli,33,75,Resolute,3736,0.825,2035-12-31,4900.0,0.55,Argentina (Premier Division),Argentine Premier Division,2032-08-05,0.6,12,11,9,11,14,7,13,14,14,13,14,9,13,11,11,13,12,2,12,2,12,10,10,9,15,13,6,15,8,3,7,10,9,1,11,1,1,1,6,11,-,-,Not set,,-,-,- - -,0,0,Argentina,360.0,30.582477754962355,2.4175222450376452,4.0,490.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jankat Yılmaz,30,74,Fairly Determined,4839,1.82,2036-06-30,12250.0,0.825,Türkiye (Super League),Turkish Super League,2033-08-23,3.3,15,14,16,14,13,5,14,14,14,10,14,6,13,11,14,15,10,1,13,1,14,7,8,7,15,14,10,12,8,8,10,14,9,1,7,1,1,2,5,11,6.66,18,Not set,,-0.02,-0.36,- - -,18,0,Türkiye,542.0,28.63107460643395,1.3689253935660506,4.0,492.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Tim Schreiber,32,75,Fairly Determined,4016,0.77,2036-06-30,13000.0,0.6,Germany (Bundesliga),Bundesliga,2034-07-19,2.8,12,12,10,13,13,7,14,11,15,13,15,10,12,13,12,13,12,5,8,3,14,10,11,10,15,13,12,16,9,11,12,11,8,3,9,6,2,2,8,11,7.35,2,Not set,,0.97,1.95,- - -,2,0,Germany,542.0,31.534565366187543,0.4654346338124572,4.0,497.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Alexandre Ulrich,26,74,Fairly Determined,3197,0.77,2038-06-30,12500.0,0.875,Portugal (Premier League),Portuguese Premier League,2034-09-01,1.1,14,7,8,16,14,2,12,10,13,15,13,16,13,11,10,13,13,2,14,2,14,8,9,12,15,16,13,15,7,12,12,18,5,2,4,1,2,3,8,11,7.47,4,Not set,,0.18,0.72,- - -,4,0,Portugal,1272.0,25.655030800821354,0.34496919917864477,4.0,494.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Wille Jakobsson,32,74,Fairly Professional,3110,0.77,2035-06-30,5750.0,1.1,England (Sky Bet Championship),Sky Bet Championship,2032-07-12,1.7,13,8,11,13,12,8,12,13,14,11,15,7,13,12,11,12,12,3,9,3,13,10,9,9,14,12,11,15,10,10,11,12,9,4,7,1,2,1,8,11,6.79,26,Not set,Inj,0.46,12.02,- - -,26,0,England,176.0,29.516769336071185,2.4832306639288158,4.0,480.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Joe Gauci,34,76,Balanced,5820,0.77,2036-12-31,4100.0,0.75,Norway (Premier Division),Norwegian Premier Division,2034-12-28,2.0,14,6,7,13,14,5,14,11,14,11,16,5,12,10,12,12,13,1,10,3,12,13,11,13,12,10,11,17,5,6,10,14,8,3,10,1,1,2,11,11,7.05,25,Not set,Int,0.58,14.16,- - -,25,0,Norway,726.0,33.97809719370294,0.02190280629705681,3.0,487.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Coniah Boyce-Clarke,31,75,Spirited,5371,0.7150000000000001,2036-06-30,8250.0,1.3,France (Ligue 1 Uber Eats),Ligue 1 Uber Eats,2034-01-23,1.1,10,6,8,12,14,9,13,14,12,11,15,5,10,9,10,11,10,3,14,3,15,10,12,6,15,16,13,14,11,9,12,12,10,3,11,2,3,3,7,9,-,-,Not set,,-,-,- - -,0,0,France,542.0,30.04996577686516,0.9500342231348392,4.0,496.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Tommaso Spirito,26,76,Professional,3003,0.7150000000000001,2036-06-30,11500.0,1.9,France (National 2 - A),French National 2 - A,2031-09-01,1.4,12,8,12,13,13,2,14,14,14,11,18,6,11,12,9,13,8,2,5,1,13,9,16,8,16,15,12,17,11,10,13,9,12,2,8,1,2,1,8,11,7.08,13,Not set,,0.22,2.79,- - -,13,0,France,542.0,22.654346338124572,3.345653661875428,4.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Emil Audero,37,76,Resolute,6093,0.7150000000000001,2036-06-30,50000.0,8.0,U.A.E. (Pro League),UAE Professional League,2034-06-13,33.0,12,10,10,11,16,4,15,13,16,12,12,12,13,13,12,10,13,10,15,1,13,14,14,12,15,6,9,15,5,2,4,18,5,3,8,5,3,3,7,12,6.57,3,Not set,Ret,0.00,0.00,- - -,3,0,U.A.E.,542.0,36.436002737850785,0.5639972621492129,4.0,452.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Simon Simoni,30,76,Spirited,4624,0.7150000000000001,2036-06-30,15500.0,0.925,Germany (Bundesliga),Bundesliga,2032-09-01,1.3,13,8,10,12,13,8,12,12,13,12,15,11,12,13,11,14,11,5,12,2,13,10,13,12,13,14,12,17,8,11,13,12,8,1,8,6,2,3,8,11,-,-,Not set,Wnt,-,-,- - -,0,0,Germany,542.0,27.65639972621492,2.3436002737850785,4.0,497.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bento,35,75,Fairly Professional,5755,2.11,2035-12-31,71000.0,,Brazil (First Division),Brazilian National First Division,2033-07-10,43.5,14,11,14,15,14,10,14,13,17,14,13,10,15,12,15,15,14,5,12,10,16,10,11,12,13,9,12,16,10,8,6,13,8,1,12,6,1,2,12,12,-,-,Not set,,-,-,- - -,0,0,Brazil,360.0,33.510609171800134,1.4893908281998631,4.0,493.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Semuel Pizzignacco,33,73,Balanced,3367,0.6599999999999999,2035-06-30,19750.0,1.2,France (Ligue 1 Uber Eats),Ligue 1 Uber Eats,2032-09-01,5.75,12,11,12,13,13,12,14,11,13,12,14,11,13,12,11,13,12,2,11,3,14,10,14,11,6,12,12,14,11,12,10,8,9,3,9,1,3,3,9,12,6.37,14,Not set,Wnt,-0.18,-2.47,- - -,14,0,France,176.0,30.65639972621492,2.3436002737850785,3.0,496.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Oliver Petersen,33,75,Resolute,4366,1.7049999999999998,2035-06-30,13500.0,3.9,Spain (First Division),Spanish First Division,2033-06-05,3.7,12,12,14,12,15,14,14,12,16,12,15,12,12,10,12,12,12,14,12,3,14,12,11,12,15,13,12,16,9,11,12,13,11,2,12,6,2,1,12,12,6.71,19,Not set,Wnt,0.11,2.21,- - -,19,0,Spain,176.0,31.414784394250514,1.5852156057494866,4.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Iñaki Peña,35,72,Spirited,6953,0.6050000000000001,2035-06-30,56000.0,,Italy (Serie A),Italian Serie A,2034-07-01,32.0,14,8,9,12,14,5,16,14,16,13,12,9,13,14,12,14,14,8,12,2,13,11,12,10,14,8,11,14,8,7,10,13,8,1,12,7,2,1,12,14,6.74,17,Not set,Ret,0.25,4.19,- - -,17,0,Italy,176.0,34.48528405201917,0.5147159479808351,4.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Phillip Menzel,36,76,Balanced,5619,0.6050000000000001,2035-06-30,19250.0,6.0,Austria (Premier Division),Austrian Premier Division,2032-06-24,4.8,14,11,11,14,17,8,14,12,15,12,15,8,12,13,13,13,13,3,8,1,14,12,11,12,12,8,12,16,7,8,9,15,6,3,9,5,5,6,8,11,6.87,19 (2),Not set,Ret,-0.10,-1.86,- - -,21,0,Austria,176.0,33.46748802190281,2.532511978097194,3.0,488.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lino Kasten,33,74,Fairly Determined,5141,0.6050000000000001,2035-06-30,17000.0,0.9,Germany (3. Liga),3. Liga,2033-07-08,0.9,13,8,12,12,17,14,13,12,15,14,13,17,13,13,12,13,12,8,9,1,13,9,11,10,16,11,11,15,10,9,11,14,9,3,8,5,2,2,9,12,7.19,20,Not set,Wnt,0.22,4.23,- - -,20,0,Germany,176.0,31.50513347022587,1.4948665297741273,4.0,408.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Andreas Jungdal,32,77,Fairly Professional,4067,0.6050000000000001,2035-06-30,18500.0,0.75,France (Ligue 1 Uber Eats),Ligue 1 Uber Eats,2033-09-30,1.3,13,11,10,12,14,4,14,12,15,10,16,7,12,12,13,13,12,5,10,5,12,11,14,11,12,13,12,16,11,14,13,12,9,9,10,7,5,7,9,10,6.65,17,Not set,Wnt,0.29,4.99,- - -,17,0,France,176.0,30.73511293634497,1.264887063655031,4.0,496.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jesús Owono,33,71,Fairly Professional,6350,0.11,2035-06-30,17250.0,,France (Ligue 1 Uber Eats),Ligue 1 Uber Eats,2033-04-17,3.3,13,11,14,13,15,5,13,9,14,12,13,5,13,15,12,12,15,10,13,2,14,9,13,10,11,10,7,14,11,4,9,12,8,2,6,2,3,2,6,13,6.68,9,Listed,Wnt,0.64,5.76,- - -,9,1,France,176.0,31.28062970568104,1.7193702943189597,4.0,496.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Brian Okonkwo,29,77,Fairly Determined,4058,2.05,2037-06-30,4200.0,0.75,Qatar (Stars League),Qatar Stars League,2034-07-01,0.625,13,8,15,13,10,13,13,11,12,11,17,7,13,15,12,14,13,1,11,3,10,6,9,4,16,8,12,16,11,9,9,17,10,1,3,1,3,3,4,10,6.91,22,Not set,,0.00,0.00,- - -,22,0,Qatar,907.0,28.485284052019164,0.5147159479808351,4.0,472.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Christian Früchtl,34,76,Fairly Professional,5550,0.55,2036-06-30,21000.0,2.5,Germany (Bundesliga),Bundesliga,2034-03-29,4.1,13,8,13,12,12,12,14,12,14,10,15,7,12,13,15,13,12,8,12,1,12,11,11,11,12,11,11,14,8,9,8,12,8,2,10,5,3,4,11,11,6.64,15,Not set,,-0.15,-1.97,- - -,15,0,Germany,542.0,33.227926078028744,0.7720739219712526,4.0,497.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Noah Raveyre,29,76,Fairly Professional,3031,0.55,2035-06-30,18750.0,1.7,Germany (Bundesliga),Bundesliga,2031-06-30,1.9,12,13,8,12,15,7,14,12,14,11,18,7,14,11,12,12,12,4,11,1,13,11,9,9,14,14,12,18,13,14,12,15,9,3,9,5,1,9,8,11,6.59,17,Not set,Wnt,0.11,1.86,- - -,17,0,Germany,176.0,25.48186173853525,3.5181382614647503,4.0,497.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Shamal George,36,75,Fairly Loyal,3282,0.55,2036-05-31,4000.0,0.475,Scotland (cinch Premiership),cinch Premiership,2034-01-01,0.525,13,9,14,13,13,13,15,12,15,12,14,9,12,12,12,11,11,4,4,2,11,10,10,12,14,7,7,14,3,2,4,12,6,6,10,3,4,7,10,10,6.25,22,Not set,,0.04,0.89,- - -,22,0,Scotland,512.0,34.98973305954826,1.0102669404517455,3.0,486.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Dani Martín,36,74,Fairly Professional,5312,0.1875,2035-06-30,11500.0,,Spain (Second Division),Spanish Second Division,2034-06-02,4.4,12,9,11,12,15,12,15,14,17,13,12,13,13,11,12,14,13,15,10,3,11,11,12,12,12,9,8,12,8,11,8,15,7,6,11,8,9,9,12,14,6.87,19,Not set,Ret,-0.01,-0.13,- - -,19,0,Spain,176.0,35.40588637919233,0.5941136208076659,4.0,447.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Mile Svilar,35,74,Ambitious,6765,0.5225,2035-06-30,34000.0,0.13,Belgium (Jupiler Pro League),Jupiler Pro League,2034-04-08,3.9,12,6,16,13,14,12,16,14,14,9,13,14,12,15,13,12,12,8,7,5,10,9,9,8,15,11,9,16,10,8,9,12,10,2,12,8,2,3,12,12,7.36,4 (5),Not set,Ret,1.07,6.27,- - -,9,0,Belgium,176.0,34.25530458590007,0.7446954140999316,4.0,491.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Nicolás Nocetti,34,74,Fairly Determined,4033,0.495,2035-12-31,3200.0,2.0,Argentina (Premier Division),Argentine Premier Division,2033-11-09,1.6,13,13,11,11,14,5,13,8,16,13,13,8,12,12,12,12,13,1,2,1,11,8,9,7,15,11,7,15,6,7,11,13,9,2,7,7,3,2,7,15,-,-,Not set,,-,-,- - -,0,0,Argentina,360.0,32.84462696783025,1.1553730321697468,4.0,490.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Owen Goodman,31,77,Fairly Professional,3464,0.46749999999999997,2035-06-30,18500.0,1.9,England (Premier Division),English Premier Division,2031-06-30,1.8,12,13,8,12,12,14,12,13,14,13,16,14,13,13,13,12,11,14,9,1,10,10,14,11,13,13,11,17,8,9,12,13,9,1,12,6,3,2,12,13,-,-,Not set,,-,-,- - -,0,0,England,176.0,27.48186173853525,3.5181382614647503,4.0,500.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Berke Özer,34,75,Ambitious,5836,0.46749999999999997,2035-06-30,50000.0,1.4,Italy (Serie A),Italian Serie A,2034-08-15,27.5,13,11,10,13,16,7,14,10,16,12,15,6,12,12,13,15,12,3,10,3,14,10,13,11,15,13,9,16,5,6,8,13,8,3,9,9,3,1,8,12,7.08,8 (1),Not set,nEU,0.30,2.50,- - -,9,0,Italy,176.0,33.60848733744011,0.3915126625598905,4.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Alexander,35,75,Fairly Loyal,3440,0.46749999999999997,2035-12-31,2500.0,0.6,U.S.A. (MLS),Major League Soccer,2031-12-09,0.5,12,10,11,13,13,8,14,12,16,12,14,11,13,12,11,13,12,1,8,1,13,10,14,11,12,8,9,15,6,9,4,12,8,3,7,6,1,2,8,10,-,-,Not set,,-,-,- - -,0,0,U.S.A.,360.0,31.92539356605065,3.07460643394935,3.0,478.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Lukas Jensen,35,77,Fairly Professional,3271,0.46749999999999997,2035-06-30,12000.0,0.65,France (Ligue 1 Uber Eats),Ligue 1 Uber Eats,2034-07-05,3.1,14,8,11,12,16,9,14,15,16,11,16,11,14,11,13,10,11,3,11,2,15,12,7,12,11,9,12,16,5,8,11,12,6,1,10,3,3,2,10,10,6.30,0 (1),Not set,Ret,-,-0.81,- - -,1,0,France,176.0,34.49623545516769,0.5037645448323066,4.0,496.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Radosław Majecki,35,76,Spirited,5023,1.99,2036-06-30,24000.0,,Italy (Serie B),Italian Serie B,2034-10-29,9.25,12,13,12,14,15,7,13,12,15,12,16,4,12,12,14,14,12,6,8,8,12,11,9,13,14,11,13,16,4,7,10,14,7,1,12,8,2,1,10,12,7.07,18,Not set,,0.55,10.07,- - -,18,0,Italy,542.0,34.813826146475016,0.1861738535249829,4.0,462.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Alberto Serra,26,73,Perfectionist,3271,0.44,2037-06-30,11250.0,,Italy (Serie A),Italian Serie A,2033-07-01,0.525,13,9,8,11,14,7,13,13,14,14,13,12,12,14,12,14,12,3,9,2,13,6,16,11,15,13,16,13,11,9,11,14,11,3,6,1,3,3,8,9,6.68,19,Not set,,0.29,5.56,- - -,19,0,Italy,907.0,24.48596851471595,1.514031485284052,4.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Federico Brancolini,33,76,Fairly Determined,2886,0.44,2035-11-30,1800.0,0.11,Sweden (Premier Division),Swedish Premier Division,2033-08-31,0.575,13,12,12,11,15,7,13,10,14,11,16,13,12,13,12,12,12,1,9,1,12,11,9,10,15,11,9,14,9,8,8,12,9,1,7,6,3,1,7,10,-,-,Not set,,-,-,- - -,0,0,Sweden,329.0,31.652977412731005,1.3470225872689938,4.0,484.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Felipe Parra,34,72,Fairly Professional,5259,0.44,2035-12-31,24000.0,0.95,Argentina (Premier Division),Argentine Premier Division,2030-04-13,0.95,13,10,10,12,14,7,14,11,16,13,13,11,13,11,13,12,14,9,12,9,12,11,9,12,13,11,12,14,8,9,10,12,9,1,12,6,3,2,12,13,-,-,Not set,Wnt,-,-,- - -,0,0,Argentina,360.0,29.26899383983573,4.731006160164271,4.0,490.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
João Gonçalves,34,74,Spirited,5696,0.44,2035-06-30,15750.0,1.3,Netherlands (Eredivisie),Eredivisie,2034-08-04,1.1,11,16,13,11,14,10,15,10,14,14,15,13,12,14,11,15,11,1,11,1,14,11,10,12,15,11,11,15,11,7,9,12,8,3,10,6,2,2,10,10,7.35,1 (1),Not set,,0.78,1.52,- - -,2,0,Netherlands,176.0,33.578370978781656,0.4216290212183436,4.0,495.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Lisandru Olmeta,29,74,Balanced,2598,0.4125,2036-06-30,1400.0,,Austria (Premier Division),Austrian Premier Division,2034-06-11,0.8,10,5,9,13,9,6,14,14,12,12,15,12,12,12,10,13,13,2,5,1,11,7,6,6,10,13,7,16,13,1,8,13,12,1,2,1,1,2,6,8,6.42,14,Not set,Wp,-0.11,-1.51,- - -,14,0,Austria,542.0,28.430527036276523,0.5694729637234771,3.0,488.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Gabriel Grando,34,76,Fairly Determined,3834,0.4125,2035-12-31,10250.0,5.25,Brazil (Second Division),Brazilian National Second Division,2033-02-13,17.5,11,15,11,14,13,13,14,12,14,12,16,12,14,15,12,13,11,2,9,1,12,12,10,9,15,9,8,17,7,2,7,14,6,3,8,6,3,2,8,9,-,-,Not set,Ret,-,-,- - -,0,0,Brazil,360.0,32.10814510609172,1.891854893908282,4.0,446.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Federico Ravaglia,35,77,Balanced,3474,0.4125,2035-06-30,24500.0,0.55,France (Ligue 1 Uber Eats),Ligue 1 Uber Eats,2034-06-10,3.3,12,10,11,13,12,3,13,16,15,11,15,8,12,10,11,11,12,5,10,2,14,11,12,10,11,10,12,15,9,10,9,12,8,1,11,4,1,1,11,11,7.37,3,Not set,Wnt,1.15,3.44,- - -,3,0,France,176.0,34.42778918548939,0.5722108145106092,3.0,496.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Matías García,25,74,Fairly Determined,3026,1.4849999999999999,2038-06-30,41500.0,1.7,England (Premier Division),English Premier Division,2034-09-01,3.2,14,10,11,14,13,1,16,12,13,14,14,8,13,11,11,10,12,1,8,1,13,10,19,12,15,14,16,14,13,12,13,14,12,1,7,1,2,1,9,11,6.68,3 (3),Not set,,-0.01,-0.04,- - -,6,0,England,1272.0,24.655030800821354,0.34496919917864477,4.0,500.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Edilson,26,72,Fairly Professional,2783,0.385,2036-06-30,1200.0,0.097,Portugal (Premier League),Portuguese Premier League,2033-07-05,0.65,11,8,10,14,10,2,14,12,13,12,13,6,11,12,11,13,12,1,4,1,14,6,13,7,12,15,9,11,10,7,10,12,9,3,5,1,3,2,6,9,6.73,16,Not set,,0.15,2.35,- - -,16,0,Portugal,542.0,24.496919917864478,1.5030800821355237,4.0,494.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Onuralp Çevikkan,29,75,Fairly Determined,4171,0.385,2035-06-30,3900.0,,Türkiye (1. League),Turkish 1. League,2031-02-15,0.6,12,10,12,12,13,5,13,10,14,10,15,5,12,12,11,11,13,1,11,2,14,9,11,9,15,12,13,15,8,8,13,13,6,2,9,1,2,3,9,13,6.80,18,Not set,,0.08,1.38,- - -,18,0,Türkiye,176.0,25.112251882272417,3.887748117727584,4.0,435.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Ömer Bircan Camcı,27,70,Resolute,3485,0.385,2036-06-30,4400.0,0.6,Türkiye (Super League),Turkish Super League,2034-08-10,0.6,14,7,9,12,11,5,14,16,16,13,11,5,11,10,11,14,7,3,13,1,12,7,9,7,16,16,13,6,8,8,10,12,11,3,8,1,3,3,6,10,-,-,Not set,,-,-,- - -,0,0,Türkiye,542.0,26.59479808350445,0.405201916495551,4.0,492.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Guillaume Dietsch,33,72,Balanced,3219,0.385,2036-06-30,13000.0,0.3,Spain (First Division),Spanish First Division,2034-07-21,1.3,11,11,12,12,13,11,14,13,12,12,13,7,9,13,11,14,15,12,10,3,12,10,12,8,12,11,10,13,13,13,10,13,12,1,12,1,2,3,6,8,-,-,Not set,Wnt,-,-,- - -,0,0,Spain,542.0,32.540041067761805,0.459958932238193,3.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Aeon Hinchliffe,24,74,Fairly Professional,3107,1.7325,2037-06-30,6250.0,2.4,England (Sky Bet League One),Sky Bet League One,2033-06-21,1.8,14,8,8,14,15,1,15,13,16,12,16,10,12,13,10,11,13,3,13,3,11,8,6,12,13,14,12,16,6,12,10,13,7,3,2,1,3,1,7,10,6.81,32,Not set,,-0.06,-1.94,- - -,32,0,England,907.0,22.458590006844627,1.541409993155373,4.0,433.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mees Bakker,33,74,Balanced,4129,1.4825,2035-12-31,4600.0,1.7,Norway (Premier Division),Norwegian Premier Division,2034-02-08,2.5,15,14,5,13,13,5,12,13,13,10,14,9,13,12,13,12,15,3,9,1,12,10,13,9,10,11,11,13,11,5,7,12,12,3,5,3,3,3,2,13,6.78,33,Not set,,-0.01,-0.44,- - -,33,0,Norway,360.0,32.09377138945928,0.9062286105407256,3.0,487.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
