Name,Age,Height,Personality,WR,Transfer Value,Expires,Wage,Last Trans. Fee,Based,Division,Begins,Transfer Fees Received,Agg,Ant,Bra,Cmp,Cnt,Dec,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Det,Agi,Bal,Jum,Pac,Sta,Str,Nat,Acc,Cor,Dri,Fin,Fir,Hea,Lon,L Th,Mar,Fre,Tck,Tec,Pas,Pen,Cro,Inf,Av Rat,Apps,Transfer Status,Rec,Total Apps,Transfer_Status_bool,Country,Days Until Expiry,Age_at_Signing,Years_at_Club,Personality_Tier,Division_Rank,Country_Algeria,Country_Angola,Country_Argentina,Country_Australia,Country_Austria,Country_Belgium,Country_Brazil,Country_Cape Verde,Country_Chile,Country_China,Country_Colombia,Country_Costa Rica,Country_Croatia,Country_DR Congo,Country_Denmark,Country_Ecuador,Country_England,Country_Eq. Guinea,Country_France,Country_Germany,Country_Ghana,Country_Greece,Country_Iran,Country_Ireland,Country_Israel,Country_Italy,Country_Japan,Country_Mexico,Country_Morocco,Country_Netherlands,Country_Nigeria,Country_Norway,Country_Paraguay,Country_Poland,Country_Portugal,Country_Qatar,Country_Romania,Country_Russia,Country_Saudi Arabia,Country_Scotland,Country_Senegal,Country_Slovenia,Country_South Africa,Country_Spain,Country_Sweden,Country_Switzerland,Country_Thailand,Country_Türkiye,Country_U.A.E.,Country_U.S.A.,Country_Ukraine,Country_Uruguay,Country_Venezuela,Country_nan
Pablo Rocha,26,69,Resolute,4403,38.5,2037-06-30,10250.0,,Saudi Arabia (Saudi Pro League),Saudi Professional League,2034-07-09,5.25,9,10,6,12,5,12,16,8,13,9,8,11,12,15,18,12,4,15,13,10,15,16,9,14,9,12,9,7,3,8,12,5,13,13,1,14,,7.68,24 (1),Not set,- - -,25,0,Saudi Arabia,907.0,25.50718685831622,0.4928131416837782,4.0,476.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Luis González,24,73,Driven,4402,26.0,2037-06-30,76000.0,48.5,Italy (Serie A),Italian Serie A,2032-08-11,38.5,16,14,9,14,10,14,14,5,14,11,11,16,12,18,15,14,14,14,15,12,16,15,8,13,9,15,7,10,7,6,9,8,14,12,6,11,Inj,7.53,1 (5),Listed,- - -,6,1,Italy,907.0,21.59890485968515,2.401095140314853,4.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Luis Fernando,29,69,Fairly Determined,4399,22.0,2037-12-31,25500.0,0.0,Brazil (First Division),Brazilian National First Division,2033-12-14,0.725,11,12,10,13,10,12,13,14,14,11,11,13,12,15,15,10,8,14,12,11,14,13,7,12,13,13,9,11,3,11,5,9,12,12,9,8,,-,-,Not set,- - -,0,0,Brazil,1091.0,27.940451745379878,1.0595482546201231,4.0,493.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ísak Snær Þorvaldsson,33,72,Balanced,4398,0.095,2035-06-30,3100.0,0.55,Netherlands (Eredivisie),Eredivisie,2033-06-05,0.65,12,11,11,13,10,11,14,4,13,8,11,14,11,12,10,11,12,9,9,9,11,10,9,10,12,12,9,10,7,7,9,8,13,12,7,10,Lst,-,-,Listed,- - -,0,1,Netherlands,176.0,31.414784394250514,1.5852156057494866,3.0,495.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Joelson Fernandes,31,67,Ambitious,4392,1.045,2035-06-30,2000.0,,France (Ligue 2 BKT),Ligue 2 BKT,2031-07-17,1.3,11,13,10,11,11,12,16,7,13,7,11,12,12,11,15,10,5,13,11,7,12,14,11,12,10,13,5,9,4,5,6,4,13,12,12,13,Inj,7.15,14 (1),Not set,- - -,15,0,France,176.0,27.528405201916495,3.4715947980835042,4.0,450.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Malick Fofana,29,67,Balanced,4390,2.35,2036-12-31,13000.0,,Norway (Premier Division),Norwegian Premier Division,2034-07-21,17.0,5,10,10,9,10,10,13,7,12,8,11,10,11,12,14,10,8,14,9,11,17,14,6,13,8,14,7,7,4,6,6,5,14,11,7,11,,7.00,10 (9),Not set,- - -,19,0,Norway,726.0,28.540041067761805,0.459958932238193,3.0,487.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Juan Artola,34,69,Balanced,4389,0.002,2035-06-30,2500.0,,Spain (Spanish Federation 3 Gr 4),Spanish Federation Third Group 4,2034-10-09,1.5,10,12,11,10,8,11,15,9,12,10,11,13,10,14,9,9,7,8,7,5,11,10,7,9,13,12,8,8,6,7,10,7,12,12,14,12,Inj,5.60,2,Not set,- - -,2,0,Spain,176.0,33.75906913073238,0.24093086926762491,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Thalys,29,72,Fairly Determined,4386,14.75,2037-12-31,25000.0,3.0,Brazil (First Division),Brazilian National First Division,2034-09-15,5.75,5,12,9,12,7,13,15,10,13,7,9,12,9,15,16,10,14,14,13,9,14,15,7,13,12,13,7,8,4,8,7,7,14,12,1,9,,-,-,Not set,- - -,0,0,Brazil,1091.0,28.693360711841205,0.3066392881587953,4.0,493.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dennis Johnsen,36,73,Balanced,4384,0.0,2035-06-30,825.0,,France (National 2 - A),French National 2 - A,2034-07-14,4.4,10,8,9,9,4,8,12,6,15,4,11,11,9,13,7,9,5,5,5,3,10,8,5,4,7,14,4,11,4,3,4,3,15,13,6,8,Ret,6.84,14 (1),Not set,- - -,15,0,France,176.0,35.520876112251884,0.4791238877481177,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Arleison Ibarbo,24,67,Light-Hearted,4382,4.8500000000000005,2037-12-31,12750.0,1.0,Argentina (Premier Division),Argentine Premier Division,2033-08-04,0.925,9,9,11,9,9,11,17,7,13,9,10,10,10,13,17,16,7,16,16,12,14,15,9,14,5,12,6,4,3,7,5,7,14,10,2,14,Wnt,-,-,Not set,- - -,0,0,Argentina,1091.0,22.579055441478438,1.4209445585215605,3.0,490.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Cristian Pappalardo,26,69,Resolute,4379,26.5,2037-06-30,66000.0,8.5,England (Premier Division),English Premier Division,2032-07-20,8.5,10,12,8,10,9,9,15,6,13,6,5,11,9,16,17,13,5,15,15,12,12,14,6,16,12,13,5,8,2,2,9,1,16,12,9,12,,6.59,1 (8),Not set,- - -,9,0,England,907.0,23.53867214236824,2.461327857631759,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Matisse Samoise,33,69,Resolute,4378,1.363,2036-06-30,6000.0,,Netherlands (Eredivisie),Eredivisie,2034-07-09,1.7,13,13,14,13,14,12,12,12,11,10,15,12,12,16,11,10,8,10,11,9,14,11,10,9,10,13,9,10,11,11,7,11,13,12,9,10,,6.62,1 (3),Not set,- - -,4,0,Netherlands,542.0,32.507186858316224,0.4928131416837782,4.0,495.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sergio,25,68,Determined,4370,21.0,2039-06-30,45000.0,11.75,Portugal (Premier League),Portuguese Premier League,2034-08-05,12.25,9,13,12,13,11,16,19,14,14,10,11,15,13,18,15,12,8,12,12,10,13,10,10,14,11,16,11,12,7,7,13,8,16,12,9,9,,7.24,6 (5),Not set,- - -,11,0,Portugal,1637.0,24.581108829568787,0.4188911704312115,4.0,494.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mehmet Büyüksayar,30,66,Fairly Determined,4370,0.11,2035-06-30,4000.0,1.1,Türkiye (Super League),Turkish Super League,2031-07-08,1.0,14,12,10,12,9,12,13,5,11,11,11,12,11,15,13,12,6,13,12,11,13,13,9,11,10,11,9,11,9,11,7,6,13,12,9,12,Wnt,7.08,14,Not set,- - -,14,0,Türkiye,176.0,26.503764544832308,3.4962354551676933,4.0,492.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Alessandro Zanga,20,69,Spirited,4369,20.0,2038-06-30,17000.0,11.0,Belgium (Jupiler Pro League),Jupiler Pro League,2034-08-26,7.5,11,13,10,13,9,13,15,7,14,7,15,9,12,14,15,17,8,14,15,8,12,13,11,17,13,17,7,9,3,5,7,5,16,12,7,16,,7.32,23,Not set,- - -,23,0,Belgium,1272.0,19.638603696098563,0.3613963039014374,4.0,491.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Silva,26,71,Resilient,4362,11.0,2036-12-31,17000.0,1.6,Brazil (First Division),Brazilian National First Division,2033-12-11,1.5,7,12,8,12,8,8,16,12,14,5,11,8,10,15,17,13,12,14,13,11,16,15,9,15,9,13,6,5,2,6,7,4,16,13,7,13,,-,-,Not set,- - -,0,0,Brazil,726.0,24.93223819301848,1.0677618069815196,4.0,493.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Wilson Moreno,23,71,Perfectionist,4358,10.65,2036-06-30,8500.0,1.2,Belgium (Jupiler Pro League),Jupiler Pro League,2031-01-31,0.825,9,13,11,11,8,9,15,14,12,5,10,9,14,18,16,12,12,16,13,11,11,12,6,10,7,10,3,8,7,4,5,8,14,10,6,12,Wnt,6.77,3 (10),Not set,- - -,13,0,Belgium,542.0,19.071184120465436,3.9288158795345653,4.0,491.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Gabriel Pereira,33,69,Balanced,4353,3.7,2036-06-30,40000.0,8.5,Qatar (Stars League),Qatar Stars League,2034-06-15,13.0,5,13,7,12,13,13,16,7,15,8,13,16,11,8,13,12,8,10,11,7,13,12,14,12,13,15,6,11,5,5,16,3,15,15,5,12,Ask,6.54,20 (3),By request,- - -,23,1,Qatar,542.0,32.441478439425055,0.5585215605749486,3.0,472.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Simón Ovalle,20,71,Fickle,4353,67.5,2039-06-30,32500.0,19.5,England (Premier Division),English Premier Division,2034-07-02,20.5,8,14,11,13,9,12,14,6,14,7,10,16,8,15,16,12,10,13,14,13,7,15,9,14,15,12,6,12,7,7,4,8,16,14,10,13,,6.83,4 (8),Not set,- - -,12,0,England,1637.0,19.488021902806295,0.5119780971937029,2.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mateo Sanabria,30,70,Balanced,4350,6.8,2036-12-31,13000.0,,Brazil (Second Division),Brazilian National Second Division,2032-07-08,4.1,12,11,6,11,10,10,14,7,11,8,7,9,13,10,15,12,8,15,10,9,14,15,10,14,8,12,7,15,10,4,9,5,16,9,5,12,Wnt,-,-,Not set,- - -,0,0,Brazil,726.0,27.505817932922657,2.4941820670773445,3.0,446.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Joel Ideho,31,67,Balanced,4348,1.325,2035-06-30,48000.0,17.75,Italy (Serie B),Italian Serie B,2031-07-27,22.0,5,11,11,13,8,11,15,7,11,6,10,9,12,12,16,15,7,15,11,9,13,15,9,12,11,12,7,9,10,5,9,5,14,11,7,11,,6.96,16,Not set,- - -,16,0,Italy,176.0,27.555783709787818,3.4442162902121836,3.0,462.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ramazan Bekar,19,69,Fairly Determined,4347,23.0,2039-06-30,65000.0,11.0,England (Premier Division),English Premier Division,2034-06-16,11.0,8,12,10,13,10,10,15,6,15,7,10,12,15,15,18,16,8,16,16,10,14,16,9,14,10,16,8,12,8,8,9,5,16,12,7,13,Req,6.55,1 (4),By request,- - -,5,1,England,1637.0,18.444216290212182,0.5557837097878165,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Yaser Asprilla,31,73,Balanced,4346,0.35750000000000004,2035-06-30,45000.0,3.5,Germany (Bundesliga),Bundesliga,2032-06-23,7.0,13,11,12,12,12,11,13,8,12,6,10,14,12,10,13,10,14,12,12,10,13,12,10,13,10,12,7,10,3,5,10,5,12,13,7,13,Wnt,7.50,0 (4),Not set,- - -,4,0,Germany,176.0,28.464750171115675,2.535249828884326,3.0,497.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Magnus Warming,34,74,Fairly Loyal,4338,0.00075,2035-06-30,1500.0,,Denmark (NordicBet Liga),NordicBet Liga,2033-07-27,1.8,10,12,9,12,11,11,15,6,12,6,11,12,11,13,8,9,13,9,9,4,13,8,10,9,11,12,8,9,5,4,6,5,13,11,13,9,,6.65,22,Not set,- - -,22,0,Denmark,176.0,32.55715263518138,1.4428473648186173,3.0,406.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Emmanuel Gerling,26,69,Spirited,4338,4.75,2037-06-30,44000.0,7.5,Italy (Serie A),Italian Serie A,2032-06-29,8.0,13,9,11,9,8,11,13,6,13,2,10,10,9,12,18,11,2,15,14,9,14,16,7,15,12,12,8,9,2,1,7,2,14,12,6,12,,7.80,1 (1),Not set,- - -,2,0,Italy,907.0,23.481177275838466,2.518822724161533,4.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Alfie Jones,22,72,Resolute,4336,52.5,2039-06-30,47500.0,35.5,England (Premier Division),English Premier Division,2034-08-02,28.5,8,13,8,14,11,15,15,10,13,9,16,13,17,15,17,13,11,15,15,13,8,14,11,17,10,13,9,14,8,11,8,7,16,14,5,15,,6.75,18 (1),Not set,- - -,19,0,England,1637.0,21.572895277207394,0.4271047227926078,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Youssouf Konaté,26,70,Resolute,4335,4.9,2036-06-30,39500.0,4.1,Germany (Bundesliga),Bundesliga,2033-02-01,3.3,8,13,7,15,8,12,16,13,16,8,12,14,14,15,16,11,5,14,14,12,12,12,6,12,8,14,6,9,3,7,8,4,12,13,8,8,,6.92,12 (1),Not set,- - -,13,0,Germany,542.0,24.075290896646134,1.9247091033538672,4.0,497.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Federico Gutiérrez,24,68,Determined,4333,3.95,2038-12-31,13750.0,7.25,Brazil (First Division),Brazilian National First Division,2034-01-29,6.0,11,13,14,10,12,13,10,10,8,11,10,12,14,19,16,17,5,15,15,11,13,15,7,8,6,9,6,7,5,8,8,10,14,11,1,12,,-,-,Not set,- - -,0,0,Brazil,1456.0,23.066392881587955,0.9336071184120466,4.0,493.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Aliou Traoré,33,74,Balanced,4327,0.006500000000000001,2035-06-30,1800.0,,France (National),French National,2034-07-21,0.5,14,9,10,9,10,11,13,7,12,10,12,11,12,11,8,12,12,11,7,8,15,12,4,10,8,13,8,7,6,8,4,8,13,12,5,9,,6.66,17,Not set,- - -,17,0,France,176.0,32.540041067761805,0.459958932238193,3.0,378.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ian Subiabre,28,69,Resolute,4324,30.5,2037-06-30,89000.0,25.0,France (Ligue 1 Uber Eats),Ligue 1 Uber Eats,2034-04-30,33.0,9,13,10,13,5,11,15,7,14,9,11,13,12,15,17,15,4,13,14,8,13,15,10,15,15,11,10,12,8,5,9,6,14,14,10,10,,6.97,13 (2),Not set,- - -,15,0,France,907.0,27.315537303216974,0.6844626967830253,4.0,496.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jan Andersson,22,72,Determined,4323,3.7,2038-06-30,8750.0,1.5,Germany (Bundesliga),Bundesliga,2034-07-13,1.0,13,11,10,7,8,8,10,6,11,6,7,9,13,19,17,11,11,17,14,10,16,15,1,13,5,13,11,6,6,8,3,3,14,12,5,9,,6.84,18,Not set,- - -,18,0,Germany,1272.0,21.51813826146475,0.48186173853524983,4.0,497.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Daniel Boulay,26,73,Fairly Ambitious,4321,59.0,2037-06-30,81000.0,6.5,France (Ligue 1 Uber Eats),Ligue 1 Uber Eats,2032-06-16,5.5,12,13,11,15,10,12,14,8,16,7,9,13,11,13,14,14,14,12,15,13,13,16,10,15,17,13,11,9,1,9,6,2,15,13,3,13,Trn,7.04,10 (2),Listed,- - -,12,1,France,907.0,23.44558521560575,2.5544147843942504,4.0,496.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Martín Ojeda,36,70,Fairly Sporting,4312,0.0,,,,U.S.A.,-,,3.6,12,13,7,12,12,12,16,7,13,8,13,14,12,13,10,8,10,6,7,5,13,8,14,7,12,14,7,11,9,5,16,6,14,13,16,13,Ret,-,-,Not set,- - -,0,0,U.S.A.,,,,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Ben Bobzien,31,69,Resolute,4309,0.575,2035-06-30,7250.0,0.25,Germany (3. Liga),3. Liga,2033-07-13,4.5,8,12,9,10,9,9,15,5,12,6,10,13,10,15,15,8,4,13,11,7,13,13,10,13,10,12,5,8,3,4,12,3,14,11,11,9,Ask,7.04,4 (14),Not set,- - -,18,0,Germany,176.0,29.518822724161534,1.4811772758384667,4.0,408.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
João Victor,27,72,Fairly Determined,4301,2.5500000000000003,2036-11-30,9000.0,2.0,Sweden (Premier Division),Swedish Premier Division,2034-02-01,3.5,8,12,9,11,9,12,13,8,12,11,9,12,12,16,17,14,13,12,12,12,14,14,6,14,10,12,9,8,3,8,5,7,12,12,1,14,Wnt,-,-,Not set,- - -,0,0,Sweden,695.0,26.07460643394935,0.9253935660506503,4.0,484.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Selman Karakaş,26,70,Driven,4291,9.75,2036-06-30,35000.0,11.25,Belgium (Jupiler Pro League),Jupiler Pro League,2031-07-03,8.5,9,11,8,12,7,12,16,15,13,6,7,11,8,20,17,14,8,16,13,10,16,17,8,15,8,13,6,7,9,3,6,4,14,11,6,13,,7.11,26 (1),Not set,- - -,27,0,Belgium,542.0,22.490075290896645,3.509924709103354,4.0,491.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dire Mebude,30,74,Fairly Professional,4271,9.75,2037-05-31,6500.0,,Scotland (cinch Premiership),cinch Premiership,2032-12-08,2.2,5,9,9,10,7,11,13,13,11,8,11,10,6,10,15,11,12,15,9,8,10,16,12,12,10,13,9,5,5,5,5,4,13,11,8,13,,7.11,27,Not set,- - -,27,0,Scotland,877.0,27.924709103353866,2.0752908966461328,4.0,486.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Samuel Ballet,33,72,Fairly Professional,4267,0.5225,2036-06-30,4400.0,0.25,Switzerland (Challenge League),Swiss Challenge League,2034-08-19,3.0,12,12,9,13,11,12,14,8,13,7,12,10,10,13,13,12,14,11,8,8,15,12,10,11,13,14,8,10,3,6,5,5,13,12,8,10,,6.63,17,Not set,- - -,17,0,Switzerland,542.0,32.619438740588635,0.3805612594113621,4.0,428.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Juan Gutiérrez,26,69,Light-Hearted,4266,21.25,2038-06-30,39000.0,12.75,France (Ligue 2 BKT),Ligue 2 BKT,2035-01-03,17.75,17,13,7,13,9,13,14,16,13,8,10,14,11,15,16,13,8,15,15,11,8,12,12,15,12,11,9,11,3,8,6,4,16,13,11,11,,7.24,16,Not set,- - -,16,0,France,1272.0,25.994524298425734,0.0054757015742642025,3.0,450.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Javier,26,69,Temperamental,4258,19.5,2037-06-30,14500.0,0.25,Belgium (Jupiler Pro League),Jupiler Pro League,2033-09-21,2.3,10,14,6,16,8,14,15,15,14,9,8,14,12,15,15,13,7,15,14,12,14,15,6,13,11,13,5,10,1,2,9,1,14,14,5,9,,7.22,29,Not set,- - -,29,0,Belgium,907.0,24.71047227926078,1.2895277207392197,1.0,491.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jalen Hawkins,33,69,Fairly Determined,4257,0.44,2035-12-31,3900.0,0.625,U.S.A. (MLS),Major League Soccer,2032-01-19,0.5,11,12,8,13,10,14,13,4,13,9,10,8,11,15,11,10,7,11,8,6,16,12,12,13,12,14,8,7,6,6,4,4,10,9,4,12,,-,-,Not set,- - -,0,0,U.S.A.,360.0,30.037645448323065,2.9623545516769334,4.0,478.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Fábio Ronaldo,33,70,Light-Hearted,4248,250.003,2035-12-31,4700.0,0.975,Norway (First Division),Norwegian First Division,2032-07-10,0.8,13,12,10,11,10,12,14,9,12,10,11,11,13,14,13,11,4,12,10,7,14,12,8,12,9,12,4,8,9,7,5,9,13,10,8,10,Ask,7.11,19,Not set,- - -,19,0,Norway,360.0,30.51129363449692,2.48870636550308,3.0,441.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Guilherme Biro,30,69,Fairly Determined,4239,4.6,2036-12-31,4900.0,1.0,Brazil (Second Division),Brazilian National Second Division,2033-02-25,0.725,9,13,8,13,11,13,14,8,14,7,12,14,10,15,13,11,5,11,11,7,14,12,11,12,9,12,7,10,7,9,9,8,14,14,6,9,,-,-,Not set,- - -,0,0,Brazil,726.0,28.140999315537304,1.8590006844626967,4.0,446.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
